rank,uei,vendor,amount_M_lifetime,primary_naics,naics_desc,naics_2digit,naics_4digit,naics_sector_label,cage,country,lookup_status
83,TKJ1TW2YRNL3,"MEGGITT DEFENSE SYSTEMS, INC.",26.986,,,,,Unknown,,,not_found
84,TCCLSQU7ZMW5,ITT INC.,26.9215,,,,,Unknown,,,not_found
85,NESMPT3TAWD7,NAMMO AS,26.7712,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,N5009,NOR,ok
86,K442K4T21K53,BECON INC,26.5904,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,62374,USA,ok
87,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,26.0326,,,,,Unknown,,,not_found
88,HPDLRXR4FYX5,BAE SYSTEMS PLC,25.833,,,,,Unknown,,,not_found
89,HJR5VDSHMMX5,"NEVADA HEAT TREATING, LLC",25.6189,332811,Metal Heat Treating ,33,3328,Manufacturing — Machinery/Electronics/Transport Eq,6FVX8,USA,ok
90,L9ADC7VS88U7,"CODA OCTOPUS GROUP, INC.",25.5688,,,,,Unknown,,,not_found
91,VN3RY9NGWD83,RAMBUS INC.,24.3695,334413,Semiconductor and Related Device Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,7FKU3,USA,ok
92,L4UCL5K5H5J9,"WOODWARD, INC.",23.4321,336412,Aircraft Engine and Engine Parts Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,66503,USA,ok
93,FAZSFFE6CST9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",23.3959,,,,,Unknown,,,not_found
94,YA36Z8R2H4T4,"ARROW ELECTRONICS, INC.",23.3943,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,42,4236,Wholesale Trade,0S466,USA,ok
95,V1MQFNQB56Z5,RIX INDUSTRIES,23.3791,333912,Air and Gas Compressor Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,28953,USA,ok
96,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",23.0071,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,42,4234,Wholesale Trade,3CQ03,USA,ok
97,SVKAW6129JL5,OPTIMA STANTRON CORP,23.0048,,,,,Unknown,,,not_found
98,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",22.9407,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,3YXD4,USA,ok
99,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",22.6068,,,,,Unknown,,,not_found
100,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,22.2484,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",33,3369,Manufacturing — Machinery/Electronics/Transport Eq,53119,USA,ok
101,LBN9NJ1BSL28,"GREMADA INDUSTRIES, INC.",21.8934,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,0LZV2,USA,ok
102,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",21.7374,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,7QAR4,USA,ok
103,MS9XWCRV8XD8,"RICHLIND METAL FABRICATORS, INC.",21.4385,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,1HF14,USA,ok
104,PM2FDF7CCNC2,"MARISCO, LTD.",21.4297,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,4R778,USA,ok
105,UVFUAL43AP15,SCIOTEQ LLC,21.0325,334111,Electronic Computer Manufacturing ,33,3341,Manufacturing — Machinery/Electronics/Transport Eq,4DL36,USA,ok
106,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,20.9999,,,,,Unknown,,,not_found
107,GCWKULHML2S3,WÄRTSILÄ OYJ ABP,20.9629,,,,,Unknown,,,not_found
108,KQYHKJS57J76,SENER AEROESPACIAL SOCIEDAD ANONIMA.,20.7946,,,,,Unknown,,,not_found
109,P5HAV87RFNP1,BARNES GROUP INC.,20.0061,336412,Aircraft Engine and Engine Parts Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,32317,USA,ok
110,CVK8KJNMJL36,AI CONVOY HOLDCO LIMITED,19.9675,,,,,Unknown,,,not_found
111,LM35HWEVUPH3,"ADI TECHNOLOGIES, INC.",19.8152,541613,Marketing Consulting Services ,54,5416,Professional/Scientific/Technical Services,02NT5,USA,ok
112,PLYSMJBAYE42,PARKER-HANNIFIN CORPORATION,19.7326,,,,,Unknown,,,not_found
113,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",19.7157,,,,,Unknown,,,not_found
114,TJCDPVN6RNP7,DELL FEDERAL SYSTEMS L.P.,19.4209,,,,,Unknown,,,not_found
115,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,19.2255,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,1SGJ6,USA,ok
116,FPCZK4D8LXU5,KPS CAPITAL PARTNERS LP,18.9082,,,,,Unknown,,,not_found
117,J5FTSL9NDLN5,"M & S MACHINING, INC.",18.7875,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,1X4E7,USA,ok
118,L4MDD6LHS8G9,"ALTRA HOLDINGS, INC.",18.6409,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,71041,USA,ok
119,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",18.4676,238210,Electrical Contractors and Other Wiring Installation Contractors,23,2382,Construction,66073,USA,ok
120,N5KEKMFCWUR1,AMETEK INC,18.4655,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,6UBJ2,USA,ok
121,QWSHM2ZMJNB4,THALES,18.3786,,,,,Unknown,,,not_found
122,YVBHN7GKLQ44,"GLENAIR, INC.",18.1922,335929,Other Communication and Energy Wire Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,06324,USA,ok
123,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",18.0928,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,99657,USA,ok
124,GU5YDKH7GPF1,KKR & CO INC,17.9673,,,,,Unknown,,,not_found
125,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",17.8855,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,66822,USA,ok
126,LYZLGNHGSTS3,"MICROTECH, INC.",17.8654,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,54647,USA,ok
127,E3UWY7DXKP75,NAMMO AS,17.6251,,,,,Unknown,,,not_found
128,H3B9T5MJNN88,"AST/ACME, INC.",17.5654,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,81,8113,Other Services,4CN76,USA,ok
129,CMANNFGEFNP6,WARD LEONARD CT LLC,17.4828,,,,,Unknown,,,not_found
130,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",17.4611,,,,,Unknown,,,not_found
131,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",16.7908,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,0BPH5,USA,ok
132,U6JRN865H4E3,TTI INC.,16.5741,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,42,4236,Wholesale Trade,8N187,USA,ok
133,Q5DRWXKQP299,NAVAL ENGINEERING SUPPORT INC,16.4943,,,,,Unknown,,,not_found
134,G2LUXP8ND8U6,"MOTOROLA SOLUTIONS, INC.",16.0211,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,7H229,USA,ok
135,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,15.4145,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,07524,USA,ok
136,Z6YVC2VB2B45,SASMOS HET TECHNOLOGIES LIMITED,14.7747,,,,,Unknown,,,not_found
137,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",14.7244,513210,Software Publishers,51,5132,Information,03FH8,USA,ok
138,D942LBXESNH6,VIDEO DISPLAY CORPORATION,14.7156,334310,Audio and Video Equipment Manufacturing,33,3343,Manufacturing — Machinery/Electronics/Transport Eq,58703,USA,ok
139,QFAKS4WUGES3,TCLAD INC,14.5555,334412,Bare Printed Circuit Board Manufacturing  ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,8P5B1,USA,ok
140,RHZWB8JCWU95,"AM AND S MFG, INC.",14.5302,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,6Z8N7,USA,ok
141,N3N5N1E2WZR8,"BARRON INDUSTRIES, INC.",14.4166,,,,,Unknown,,,not_found
142,XWS1CAAY1SH8,"SYPRIS ELECTRONICS, LLC",14.4064,,,,,Unknown,,,not_found
143,M4ELQDG7JLM5,"BUFFALO PUMPS, INC.",14.3651,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,83130,USA,ok
144,NUL8Z35S3LJ5,"CENTURY TOOL, INC.",14.3418,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,1GZ71,USA,ok
145,SNP5XVVL5896,ELLWOOD NATIONAL FORGE COMPANY,14.2596,,,,,Unknown,,,not_found
146,MKXMUFJJYLY5,WARD LEONARD CT LLC,14.1918,335312,Motor and Generator Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,63743,USA,ok
147,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,14.1771,423830,Industrial Machinery and Equipment Merchant Wholesalers ,42,4238,Wholesale Trade,3B558,USA,ok
148,E5K9VR2A1MW9,BAE SYSTEMS PLC,14.045,,,,,Unknown,,,not_found
149,KLW3ZYL15493,RAYTHEON COMPANY,14.0096,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,49956,USA,ok
150,N8XXNTTKKU55,"ARROW ELECTRONICS, INC.",13.9844,,,,,Unknown,,,not_found
,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,11.575,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,3G600,USA,ok
,V8HGGNTGDH59,CECO ENVIRONMENTAL CORP,10.219,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,46219,USA,ok
,EVZMB1757DW5,"STEELFAB, INC.",8.703,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,5AQG0,USA,ok
,HWLGUR28KMS6,APPLETON MARINE INC,8.623,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,70433,USA,ok
,KNEFNMWXBK39,JO-KELL INC.,20.491,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",42,4236,Wholesale Trade,5V049,USA,ok
,HLFDNJU7KXJ1,BOGUE SYSTEMS INC,7.773,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",33,3353,Manufacturing — Machinery/Electronics/Transport Eq,0BXF1,USA,ok
,SKKACASET588,DYNALEC CORPORATION,16.225,334290,Other Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,12763,USA,ok
,LCZDJ6YPNYG6,Martin Resource Management Corporation,12.162,424710,Petroleum Bulk Stations and Terminals ,42,4247,Wholesale Trade,3R839,USA,ok
,DQ35GXAUTW61,"INDUSTRIAL CORROSION CONTROL, INC.",10.791,238320,Painting and Wall Covering Contractors,23,2383,Construction,08AA4,USA,ok
,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,12.825,332322,Sheet Metal Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,97537,USA,ok
,XJTAAHL58NB6,"EASTERN SHIPBUILDING GROUP, INC.",5.65,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,1PPU2,USA,ok
,EDNNTCM7SUS8,CARLYLE HOLDING CORP,6.33,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,50VU1,USA,ok
,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",13.273,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,86184,USA,ok
,TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,5.138,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,87405,USA,ok
,Z9P3GJBTJUT5,RELIANCE STEEL & ALUMINUM CO.,4.923,332313,Plate Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,387L5,USA,ok
,KCYPSYNH1M94,"J.F. Lehman & Company, Inc.",37.729,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,3P2A9,USA,ok
,D2J1SSHB5EB7,THE HELLAN STRAINER CO,4.642,336612,Boat Building ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,1QZK3,USA,ok
,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",8.492,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,0AZ22,USA,ok
,D3QEMKB2X4N5,LEXAIR INC,3.843,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,56607,USA,ok
,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,10.67,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,1DZ42,USA,ok
,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",6.22,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,53986,USA,ok
,LGVPVLMRHH51,"W. & O. SUPPLY, INC.",3.541,423840,Industrial Supplies Merchant Wholesalers,42,4238,Wholesale Trade,4YUS3,USA,ok
,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",9.917,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,62739,USA,ok
,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",5.07,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,79342,USA,ok
,NYPLGL4BKTS7,ESI ACQUISITION CORP,3.326,,,,,Unknown,,,not_found
,E3YNKWRANZ18,"AQUA-CHEM, INC.",5.514,332410,Power Boiler and Heat Exchanger Manufacturing,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,0EXU3,USA,ok
,D44RA79E3K57,"PRECISION PRODUCTS, INC.",6.574,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,0XE21,USA,ok
,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",8.128,331420,"Copper Rolling, Drawing, Extruding, and Alloying",33,3314,Manufacturing — Machinery/Electronics/Transport Eq,9R393,USA,ok
,MMDRDDVELDX8,DANTE VALVE COMPANY,3.277,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,5P967,USA,ok
,LCYTE2L5JEP4,NAVAL ENGINEERING SUPPORT INC,2.94,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,8LHZ1,USA,ok
,VGCPT3NSM831,"HUNTINGTON INGALLS INDUSTRIES, INC",2.984,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,1LT84,USA,ok
,ZU51LS7JZ8L5,FCX SYSTEMS INC,3.065,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",33,3353,Manufacturing — Machinery/Electronics/Transport Eq,0C4B7,USA,ok
,K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",2.857,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,1U7K1,USA,ok
,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",5.346,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,3R126,USA,ok
,ZJYJB7MBFE56,"CRANE PUMPS & SYSTEMS, INC.",2.84,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,96046,USA,ok
,KH1SMVPKSHY4,"GREAT LAKES SOUND & VIBRATION, INC.",2.7,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,3B6V7,USA,ok
,P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",2.688,335314,Relay and Industrial Control Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,09TT2,USA,ok
,FLQJXSFMNQP6,"BRANFORD CASTLE, INC",5.466,332111,Iron and Steel Forging ,33,3321,Manufacturing — Machinery/Electronics/Transport Eq,0FXJ9,USA,ok
,F3XKPA82MHQ5,"NAG, LLC",4.422,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,1PL37,USA,ok
,C1B6X8AADFB1,"COMSACO, INC.",4.595,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,57626,USA,ok
,VXJMLWN9XU18,"HITACHI, LTD.",4.404,,,,,Unknown,,,not_found
,FLU4K8MGMZX7,"HITACHI, LTD.",4.404,,,,,Unknown,,,not_found
,U864F3HRME53,GENERAL ELECTRIC COMPANY,2.378,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,4DSJ9,USA,ok
,N6P1AGPMV456,EVAC NORTH AMERICA INC,2.119,333310,Commercial and Service Industry Machinery Manufacturing ,33,3333,Manufacturing — Machinery/Electronics/Transport Eq,47WD8,USA,ok
,G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC",3.448,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,04NB1,USA,ok
,YHGHMGTME7A5,HOWDEN AMERICAN FAN COMPANY,2.139,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,53555,USA,ok
,M4ANYAZ8Q6H8,Fortive Corporation,5.277,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,04034,USA,ok
,FYS6F3284LN3,VELAN VALVE CORP.,1.85,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,57574,USA,ok
,PU6TDFGSJQA3,DYNALEC CORPORATION,1.845,,,,,Unknown,,,not_found
,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",5.332,332321,Metal Window and Door Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,21204,USA,ok
,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",3.752,335313,Switchgear and Switchboard Apparatus Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,6Z538,USA,ok
,T4RCBDVMPVM4,PARKER-HANNIFIN CORPORATION,1.682,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,62228,USA,ok
,YMKJUADMJN79,TRI-TEC MANUFACTURING LLC,1.555,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,98032,USA,ok
,RMLGMBGNPCC8,"KINGSBURY, INC.",9.869,333613,Mechanical Power Transmission Equipment Manufacturing ,33,3336,Manufacturing — Machinery/Electronics/Transport Eq,75333,USA,ok
,HMBSX7Z72UK4,ESCO TECHNOLOGIES INC.,1.563,326291,Rubber Product Manufacturing for Mechanical Use ,32,3262,Manufacturing — Chemicals/Plastics/Metals,0SX38,USA,ok
,D5NGX38L5EC9,EVAC NORTH AMERICA INC.,2.107,,,,,Unknown,,,not_found
,M467BSNHK9J8,KATO ENGINEERING INC.,1.293,335312,Motor and Generator Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,32770,USA,ok
,NQKEVF8KEMP1,LEONARDO SPA,4.477,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,38370,CAN,ok
,QVTKQ7LJE196,M.T. DAVIDSON COMPANY,1.271,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,16062,USA,ok
,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",2.82,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,44291,USA,ok
,RJGEKQDTZKT8,ELECTRIC HEATER CO,1.251,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,19857,USA,ok
,L232ZUA5KLW3,HOWDEN AMERICAN FAN COMPANY,1.25,,,,,Unknown,,,not_found
,NBM4G4SAFQM3,QUALITY PERFORMANCE INC,1.208,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,0SJM3,USA,ok
,JSAXGRLNEJ63,COLONNA'S SHIP YARD INCORPORATED,1.185,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,8C427,USA,ok
,MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L.P.",1.173,335313,Switchgear and Switchboard Apparatus Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,1R2X5,USA,ok
,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,2.85,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,8L827,USA,ok
,LG8PRS9MR697,SFC Valve Corporation,1.151,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,1GZ83,USA,ok
,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",1.294,423840,Industrial Supplies Merchant Wholesalers,42,4238,Wholesale Trade,6P2S4,USA,ok
,FLMQAKFEMG64,ASPEQ HEATING GROUP LLC,9.754,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,74924,USA,ok
,D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",0.968,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",32,3261,Manufacturing — Chemicals/Plastics/Metals,7T2B6,USA,ok
,P4XPJNTCHB68,"SCHOELLHORN - ALBRECHT MACHINE CO., INC.",1.549,331513,Steel Foundries (except Investment) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,0MKF7,USA,ok
,EZVMH8VEGL34,BAUER COMPRESSORS INC,0.925,333912,Air and Gas Compressor Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,57328,USA,ok
,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,3.253,332321,Metal Window and Door Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,3E3E3,USA,ok
,EYXEF9DML9L7,LIDGERWOOD MANUFACTURING COMPANY (INC),3.132,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",33,3339,Manufacturing — Machinery/Electronics/Transport Eq,05340,USA,ok
,KH1WNH8NJR56,VELAN INC,1.129,,,,,Unknown,,,not_found
,C1NAJQ34VWM5,Cameron Energy Services Corp.,0.82,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,05991,USA,ok
,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",0.814,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,0JU31,USA,ok
,MX63C2VRKCJ6,Houdstermaatschappij Wilg B.V.,5.167,,,,,Unknown,,,not_found
,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,0.767,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",42,4236,Wholesale Trade,1DJ61,USA,ok
