piid,in_scope_17,pop_state_code,pop_country_code,dollars,records
M6261321P0016,no,CA,USA,55200.0,1
M6261321P0027,no,CA,USA,20311.0,1
M6261323M001Z,no,VA,USA,1628.94,1
M6261324M010T,no,VA,USA,1567.4,1
M6261325F0010,no,NY,USA,72280.0,1
M6297420M0003,no,MN,USA,62.88,1
M6700115F1068,no,GA,USA,-89310.4,1
M6700115F1144,no,NC,USA,-519.6,2
M6700116D0002,no,NULL,NULL,0.0,3
M6700117P0016,no,NC,USA,-7428.0,1
M6700118F0137,no,GA,USA,4499057.8,8
M6700118F0210,no,WY,USA,11425.0,2
M6700118F0225,no,NC,USA,0.0,2
M6700118F0245,no,NC,USA,51778.75,2
M6700118F1026,no,MD,USA,35951.3,2
M6700118F1048,no,FL,USA,0.0,2
M6700118F1050,no,VA,USA,11217.0,1
M6700118F1080,no,CA,USA,25289.16,2
M6700118F1153,no,MD,USA,17440.04,1
M6700118F1167,no,CA,USA,4784.0,1
M6700118F1176,no,NY,USA,19861.48,1
M6700118P1092,no,NC,USA,36936.9,2
M6700118P1184,no,NC,USA,11700.0,1
M6700118P1263,no,OH,USA,7209.15,1
M6700118P1300,no,NC,USA,135943.28,3
M6700119P0019,no,NC,USA,390122.41,3
M6700119P1028,no,OH,USA,78001.74,1
M6700119P1056,no,NC,USA,26191.0,2
M6700119P1072,no,NC,USA,77880.3,2
M6700119P1103,no,OR,USA,3276.0,2
M6700119P1188,no,CA,USA,29900.0,1
M6700119P1273,no,PA,USA,13000.0,2
M6700119P1295,no,NC,USA,7020.0,1
M6700119P1301,no,MN,USA,12073.0,1
M6700119P1320,no,CA,USA,79637.55,1
M6700120F0177,no,NC,USA,1105017.64,3
M6700120F1018,no,NC,USA,232230.67,3
M6700120M000Q,no,DC,USA,97.2,1
M6700120M0080,no,NY,USA,271.1,1
M6700120M00VV,no,MN,USA,134.7,1
M6700120M01F9,no,NY,USA,195.5,1
M6700120M025M,no,NY,USA,202.71,1
M6700120M028N,no,VA,USA,457.12,1
M6700120P0009,no,NC,USA,410825.0,5
M6700120P1045,no,NC,USA,76679.82,2
M6700120P1077,no,NC,USA,48876.8,1
M6700120P1106,no,MN,USA,18930.0,1
M6700120P1135,no,MI,USA,3472.0,1
M6700120P1198,no,NC,USA,114700.0,4
M6700120P1208,no,NC,USA,288269.95,2
M6700120P1299,no,NC,USA,5640.0,1
M6700121F1275,no,NY,USA,68550.0,1
M6700121M006H,no,VA,USA,117.6,1
M6700121M00HJ,no,VA,USA,117.6,1
M6700121M00MV,no,NY,USA,2533.42,1
M6700121M00Y5,no,NY,USA,1940.05,1
M6700121P1087,no,NC,USA,33050.64,1
M6700121P1196,no,NC,USA,333600.0,6
M6700122P1073,no,NC,USA,43792.0,1
M6700122P1111,no,CA,USA,173479.24,3
M6700122P1125,no,NC,USA,12320.0,1
M6700123F1085,no,NY,USA,42750.0,1
M6700123P1167,no,NC,USA,29000.0,3
M6700123P1168,no,NC,USA,31475.76,1
M6700124P1057,no,NC,USA,38172.0,2
M6700124P1118,no,NC,USA,106151.64,1
M6700124P1140,no,NC,USA,10525.0,1
M6700125F1126,no,NC,USA,40883.0,1
M6700125F1127,no,NC,USA,12919.5,1
M6700125F1134,no,NC,USA,19215.19,1
M6700125P1098,no,NC,USA,13420.0,1
M6700407C0002,no,GA,USA,-91850.01,1
M6700415D0009,no,NULL,NULL,0.0,1
M6700415F1005,no,TX,USA,-1840.36,1
M6700415F4025,no,GA,USA,2036.6,2
M6700415P1026,no,FL,USA,-4204.2,1
M6700415P3039,no,CA,USA,-4657.0,1
M6700415P3172,no,NJ,USA,-1679.28,1
M6700415P3190,no,GA,USA,-179.55,1
M6700416P4013,no,NJ,USA,-1162.66,1
M6700417F3021,no,TX,USA,-663.9,1
M6700417F4013,no,GA,USA,3340290.05,9
M6700417P2044,no,MO,USA,260919.0,1
M6700418F1047,no,FL,USA,6232.29,1
M6700418F1063,no,FL,USA,6132.12,1
M6700418F1074,no,FL,USA,15510.0,1
M6700418F1079,no,FL,USA,35577.75,1
M6700418F3033,no,TX,USA,-10532.65,1
M6700418F3082,no,TX,USA,0.0,2
M6700418F3094,no,GA,USA,13600.0,2
M6700418F4024,no,GA,USA,4806.0,2
M6700418F4049,no,GA,USA,13660.24,4
M6700418P1004,no,FL,USA,87550.0,9
M6700418P1064,no,IL,USA,5944.47,1
M6700418P3001,no,GA,USA,0.0,1
M6700418P3061,no,CA,USA,5756.5,1
M6700418P3108,no,OR,USA,78846.0,1
M6700418P3116,no,IL,USA,5711.44,1
M6700418P4038,no,NJ,USA,22556.0,3
M6700419F3500,no,GA,USA,17698046.11,19
M6700419F5061,no,NY,USA,20775.53,2
M6700419F5062,no,VA,USA,18566.0,2
M6700419P5054,no,MN,USA,32700.0,1
M6700420C0001,no,MO,USA,729100.0,4
M6700420D0010,no,NULL,NULL,0.0,1
M6700420F4102,no,MO,USA,293206.4,5
M6700420F5102,no,GA,USA,335942.97,2
M6700420F5118,no,CA,USA,15657.6,4
M6700421F4002,no,MO,USA,317790.0,2
M6700421F4005,no,MO,USA,299984.0,3
M6700421P5054,no,GA,USA,116753.96,1
M6700421P5076,no,GA,USA,217231.6,1
M6700422C0002,no,MO,USA,438364.0,1
M6700422F3000,no,GA,USA,12976558.98,10
M6700422F3001,no,GA,USA,13202466.41,10
M6700422F3002,no,GA,USA,5689049.43,9
M6700422P5013,no,GA,USA,32548.69,2
M6700423F3000,no,GA,USA,11354429.24,16
M6700423P5001,no,GA,USA,222227.92,1
M6700423P5005,no,MI,USA,988040.12,1
M6700424P5002,no,GA,USA,227339.16,1
M6700424P5003,no,CA,USA,23186.0,1
M6700424P5031,no,GA,USA,1289608.0,4
M6700424P5058,no,RI,USA,89232.0,1
M6700424P5076,no,GA,USA,232567.96,1
M6700425D0001,no,NULL,NULL,0.0,1
M6700425F1006,no,FL,USA,4442999.99,5
M6700425F4003,no,MO,USA,57000.9,1
M6700425P5000,no,MI,USA,407481.9,2
M6700425P5033,no,CA,USA,8716.0,1
M6700425P5047,no,CA,USA,86260.0,1
M6700425P5079,no,GA,USA,241040.0,2
M6700425P5098,no,GA,USA,180662.46,1
M6700426F1001,no,FL,USA,3232695.0,2
M6701120M00J9,no,NY,USA,113.52,1
M6701320M00LJ,no,NY,USA,731.9,1
M6701320M00M0,no,VA,USA,733.95,1
M6739918F0034,no,AZ,USA,2580.0,1
M6739918F0052,no,CA,USA,26309.65,2
M6739918F0053,no,CA,USA,10973.52,1
M6739918F0110,no,CA,USA,1916.2,1
M6739918F1136,no,NY,USA,100045.32,1
M6739918P0064,no,CA,USA,2995.0,1
M6739918P0104,no,CA,USA,11024.05,1
M6739919F0004,no,CA,USA,14755.62,2
M6739919F0086,no,CA,USA,155885.58,1
M6739919F0088,no,CA,USA,26309.54,1
M6739919F0097,no,CA,USA,14999.97,1
M6739919F0189,no,CA,USA,3185.0,1
M6739919F0241,no,CA,USA,196998.27,1
M6739919P0111,no,TX,USA,12789.94,1
M6739920F0075,no,CA,USA,29750.0,1
M6739920F0122,no,CA,USA,29999.02,1
M6739920F0159,no,CA,USA,28684.26,1
M6739920F0192,no,CA,USA,4836.6,1
M6739920F0195,no,CA,USA,198630.52,1
M6739920F0265,no,CA,USA,12422.0,1
M6739920F0287,no,CA,USA,19333.02,1
M6739920M00KT,no,KS,USA,2356.64,1
M6739921F0046,no,CA,USA,6500.0,3
M6739921F0177,no,CA,USA,29042.97,1
M6739921F0179,no,CA,USA,27769.5,1
M6739921F0309,no,CA,USA,34012.16,1
M6739921P0055,no,AZ,USA,27300.0,2
M6739922F0175,no,CA,USA,28419.93,1
M6739922F0236,no,CA,USA,28707.0,1
M6739922F0293,no,CA,USA,13798.32,1
M6739922P0026,no,AZ,USA,1054315.68,5
M6739923F0236,no,CA,USA,8835.09,2
M6739923F0261,no,CA,USA,13828.32,1
M6739923F0264,no,CA,USA,14353.5,1
M6739923P0009,no,CA,USA,161692.08,1
M6739923P0014,no,CA,USA,77280.0,1
M6739923P0042,no,CA,USA,31921.0,1
M6739924F0057,no,CA,USA,44750.0,1
M6739924F0165,no,CA,USA,23270.0,1
M6739924F0228,no,CA,USA,14379.3,1
M6739924F0237,no,CA,USA,23790.0,1
M6739925F0009,no,CA,USA,0.0,2
M6739925F0076,no,CA,USA,47250.0,1
M6739925P0043,no,CA,USA,26915.76,1
M6740015D0006,no,NULL,NULL,0.0,5
M6740017F0029,no,NULL,JPN,-16148.15,1
M6740018F0039,no,VA,USA,9324.38,1
M6740018F0054,no,NULL,JPN,37675.42,3
M6740019F0095,no,NULL,JPN,19280.63,2
M6740019F0252,no,NULL,JPN,12500.0,1
M6740019P0081,no,NULL,JPN,44930.4,3
M6740019P0100,no,CA,USA,9685.9,1
M6740020D0003,no,NULL,NULL,0.0,6
M6740020D0008,no,NULL,NULL,0.0,5
M6740020F0195,no,NULL,JPN,57013.78,3
M6740020F0352,no,MD,USA,0.0,2
M6740020M0004,no,NULL,JPN,16516.81,1
M6740021F0077,no,NULL,JPN,58445.62,3
M6740021F0093,no,VA,USA,35683.78,1
M6740021F0203,no,NULL,JPN,205020.0,3
M6740021F0236,no,MD,USA,19400.0,2
M6740021M0001,no,VA,USA,2671.8,1
M6740021M0004,no,NY,USA,1035.2,1
M6740021M01R2,no,MN,USA,132.98,1
M6740022F0030,no,NULL,JPN,48364.01,3
M6740022F0162,no,SC,USA,50633.35,1
M6740022F0165,no,NULL,JPN,39900.0,1
M6740023D0005,no,NULL,NULL,0.0,4
M6740023F0088,no,MO,USA,23383.36,2
M6740023F0115,no,NULL,JPN,81559.83,2
M6740023P0044,no,VA,USA,45607.77,2
M6740024F0037,no,MD,USA,19950.0,1
M6740024F0043,no,MD,USA,60123.54,2
M6740024F0045,no,MD,USA,24457.06,1
M6740024F0067,no,NULL,JPN,74881.07,1
M6740025F0006,no,MD,USA,25709.94,1
M6740025F0026,no,NULL,JPN,71505.85,1
M6785407C8028,no,TX,USA,0.0,1
M6785407C8056,no,GA,USA,0.0,1
M6785407C8057,no,FL,USA,0.0,1
M6785407C8058,no,TX,USA,0.0,1
M6785407C8085,no,UT,USA,0.0,1
M6785407C8087,no,HI,USA,0.0,1
M6785407C8105,no,PA,USA,0.0,1
M6785407C8106,no,VA,USA,-10657.79,1
M6785407C8191,no,NULL,JPN,0.0,1
M6785407M2058,no,VA,USA,0.0,1
M6785408C8017,no,CA,USA,-2889.95,1
M6785408F8051,no,TX,USA,0.0,1
M6785408F8053,no,TX,USA,0.0,1
M6785408F8129,no,VA,USA,0.0,1
M6785408F8137,no,KY,USA,0.0,1
M6785408P8020,no,MA,USA,0.0,1
M6785408P8036,no,MA,USA,0.0,1
M6785409F8003,no,GA,USA,0.0,1
M6785409F8027,no,VA,USA,0.0,1
M6785409F8028,no,MD,USA,0.0,1
M6785409F8044,no,CA,USA,0.0,1
M6785409P8017,no,CA,USA,0.0,1
M6785410F8014,no,MD,USA,0.0,1
M6785410F8058,no,FL,USA,0.0,1
M6785410F8069,no,NJ,USA,0.0,1
M6785410F8072,no,WI,USA,0.0,1
M6785410F8108,no,WI,USA,0.0,1
M6785410F8109,no,VA,USA,0.0,1
M6785410F8119,no,MD,USA,0.0,1
M6785410F8134,no,NY,USA,0.0,1
M6785410F8143,no,NY,USA,0.0,1
M6785410F8162,no,VA,USA,0.0,1
M6785410F8166,no,VA,USA,0.0,1
M6785410F9517,no,RI,USA,0.0,1
M6785411C8003,no,MO,USA,-0.18,1
M6785411F0518,no,PA,USA,0.0,1
M6785411F0574,no,PA,USA,0.0,1
M6785411F0583,no,VA,USA,0.0,1
M6785411F0590,no,VA,USA,0.0,1
M6785411F4683,no,GA,USA,3718494.75,4
M6785411F8022,no,NJ,USA,0.0,1
M6785411F8024,no,TX,USA,0.0,1
M6785411F8034,no,NJ,USA,0.0,1
M6785411F8037,no,WI,USA,0.0,1
M6785411F8045,no,UT,USA,0.0,1
M6785411F8047,no,NY,USA,0.0,1
M6785411F8055,no,NY,USA,0.0,1
M6785411F9503,no,OH,USA,0.0,1
M6785412C7812,no,CA,USA,0.0,1
M6785412F2405,no,NY,USA,0.0,1
M6785413F2412,no,VA,USA,0.0,1
M6785413F7500,no,GA,USA,3762428.73,5
M6785414F2549,no,TX,USA,0.0,1
M6785415F4444,no,VA,USA,988421.92,2
M6785416C0001,no,PA,USA,-2132372.83,7
M6785416C0002,no,PA,USA,0.0,2
M6785416C0006,no,PA,USA,983752972.1,192
M6785416F4301,no,VA,USA,36016.5,2
M6785416F7304,no,VA,USA,106469.62,3
M6785416F9502,no,VA,USA,-12000.0,1
M6785417D7831,no,NULL,NULL,0.0,4
M6785417F0514,no,VA,USA,0.0,1
M6785417F4701,no,VA,USA,118956.24,1
M6785417F7618,no,CA,USA,20575.53,4
M6785417F7850,no,NC,USA,3923965.12,7
M6785418C0002,no,VA,USA,8003786.83,15
M6785418C0007,no,PA,USA,88835492.96,29
M6785418C6703,no,VA,USA,2251950.0,4
M6785418C7846,no,MI,USA,27829705.58,19
M6785418F1391,no,WA,USA,1272923.62,2
M6785418F4021,no,CA,USA,84830.41,1
M6785418F7875,no,NC,USA,1676850.0,1
M6785418P0516,no,IL,USA,16761.0,1
M6785418P2075,no,VA,USA,93840.0,3
M6785418P6531,no,VA,USA,224993.0,2
M6785418P6540,no,VA,USA,124999.0,2
M6785419C2026,no,VA,USA,1554223.61,8
M6785419C6500,no,IN,USA,843751.0,6
M6785419C7864,no,FL,USA,514745.85,6
M6785419F4045,no,DC,USA,288906.89,1
M6785419F4072,no,MD,USA,38568.3,1
M6785419F7826,no,ID,USA,5600327.58,5
M6785419M000Q,no,NY,USA,462.0,1
M6785419P1504,no,VA,USA,23825.0,1
M6785419P2011,no,VA,USA,20701.92,2
M6785419P6601,no,IL,USA,224205.0,2
M6785419P7610,no,CA,USA,5840.01,1
M6785420C6504,no,VA,USA,1876996.0,11
M6785420F4038,no,VA,USA,37082.76,3
M6785420F7607,no,CA,USA,5796.6,2
M6785420P6611,no,OH,USA,246215.01,3
M6785420P6637,no,VA,USA,139993.0,1
M6785421C8048,no,FL,USA,274175.76,3
M6785421D0001,no,NULL,NULL,0.0,17
M6785421F0025,no,VA,USA,3979698.12,1
M6785421F0026,no,VA,USA,4425594.83,4
M6785421F0046,no,VA,USA,2197.0,4
M6785421F0056,no,VA,USA,339155.47,3
M6785421F0067,no,VA,USA,3930933.99,3
M6785421F0076,no,VA,USA,82470.24,3
M6785421F2019,no,CA,USA,18516000.0,8
M6785421F4904,no,VA,USA,142332.58,2
M6785422F0027,no,VA,USA,4377253.85,2
M6785422F0028,no,VA,USA,1842394.2,2
M6785422F0031,no,VA,USA,3979698.12,3
M6785422F0032,no,VA,USA,9913727.81,4
M6785422F0063,no,VA,USA,4188919.72,4
M6785422F0066,no,VA,USA,2883002.4,3
M6785422F0067,no,VA,USA,5336000.0,3
M6785423F0025,no,VA,USA,1062989.0,4
M6785423F0027,no,VA,USA,6615360.46,3
M6785423F0038,no,VA,USA,3979698.12,3
M6785423F0069,no,VA,USA,11104157.91,3
M6785423F0107,no,VA,USA,1030133.88,3
M6785423F0109,no,VA,USA,439835.1,3
M6785423F2108,no,CA,USA,28449.4,1
M6785424C6533,no,TX,USA,139815.0,1
M6785424F0041,no,VA,USA,3979698.12,3
M6785424F0105,no,VA,USA,13307625.27,4
M6785424F0147,no,VA,USA,6323503.49,3
M6785424F4950,no,MD,USA,606789.0,1
M6785425F0064,no,VA,USA,8669278.95,2
M6785425F0074,no,VA,USA,3979698.12,3
M6785425F0097,no,VA,USA,137428.2,3
M6785425F0154,no,VA,USA,238675.76,1
M6785425F0155,no,VA,USA,179205.65,1
M6785425F0160,no,VA,USA,119116.0,1
M6785425M0002,no,VA,USA,4021.28,1
M6785426F0071,no,VA,USA,993550.84,1
M6785426F0072,no,VA,USA,993550.84,1
M6785426F0073,no,VA,USA,822279.48,1
M6785426F0074,no,VA,USA,2711283.06,1
M6785426F0075,no,VA,USA,1654197.83,1
M6785426F0076,no,VA,USA,43451.1,1
M6786113F0048,no,LA,USA,-1724.03,1
M6786115F0006,no,LA,USA,45104.0,2
M6786116F0022,no,LA,USA,-425.25,1
M6786118F0028,no,LA,USA,53869.88,3
M6786118F0034,no,TX,USA,27155.42,2
M6786118F0035,no,DC,USA,39302.4,2
M6786118P0061,no,TX,USA,50634.0,2
M6786119F0014,no,IN,USA,36986.19,1
M6786119P0003,no,LA,USA,19369.0,2
M6786119P0010,no,CA,USA,21200.0,1
M6786120M000N,no,WI,USA,2280.0,1
M6786120P0003,no,OK,USA,52133.0,5
M6845018FY002,no,NULL,KWT,9400.0,1
M6845022PJ014,no,NULL,PLW,12808.24,4
M6890916F7601,no,CA,USA,1608083.16,6
M6890917F7736,no,CA,USA,118631.28,4
M6890918F7609,no,CA,USA,123931.44,1
M6890918F7626,no,CA,USA,19092.14,1
M6890918F7644,no,CA,USA,124614.51,1
M6890918F7650,no,CA,USA,89582.68,1
M6890918F7669,no,CA,USA,4936.88,2
M6890918F7672,no,CA,USA,104627.28,1
M6890919F3501,no,CA,USA,12789540.58,15
M6890920C7613,no,CA,USA,499645.0,1
M6890920M00F7,no,NY,USA,2396.0,1
M6890920M00R6,no,NY,USA,195.84,1
M6890920M00YZ,no,NY,USA,243.0,1
M6890920P7612,no,CA,USA,122256.0,1
M6890921F3000,no,CA,USA,5635426.73,10
M6890922F7921,no,CA,USA,0.0,3
M6890922P7604,no,CA,USA,201740.36,4
M6890923F7628,no,CA,USA,158460.8,3
M6890924P7629,no,CA,USA,123283.0,1
M6890924P7706,no,CA,USA,33738.62,2
M6890925P7602,no,CA,USA,3975458.0,5
M801,no,MD,USA,20288357.45,115
M801,no,FL,USA,-7666543.81,7
M802,no,MD,USA,849958.45,83
M803,no,MD,USA,8022464.1,15
M803,no,IN,USA,-184341.97,1
M9549418C0017,no,VA,USA,1756764.81,5
M9549420D1005,no,NULL,NULL,0.0,2
M9549420F1005,no,DC,USA,0.0,2
M9549421F1019,no,DC,USA,4471095.9,7
N0001413C0187,no,CT,USA,8887457.0,16
N0001413C0378,no,MN,USA,0.0,4
N0001415C0116,no,MA,USA,5374398.0,12
N0001415C5005,no,GA,USA,321588.72,3
N0001416C2031,no,MA,USA,1235089.0,9
N0001418C2047,no,MI,USA,399993.0,3
N0001419C1002,no,CT,USA,53366533.75,49
N0001420C1063,no,IN,USA,4386951.0,9
N0001420C4005,no,VA,USA,321000.0,4
N0001422C2015,no,FL,USA,2841034.0,11
N0001422C2015,no,VA,USA,1864815.0,7
N0001422C4002,no,VA,USA,854994.0,8
N0001423C1015,no,CT,USA,10940922.0,8
N0001424C1102,no,NY,USA,3138525.0,3
N0001424C1509,no,IN,USA,2408667.61,6
N0001424F7014,no,CA,USA,198259.5,2
N0001907C0060,no,IN,USA,584757.09,1
N0001913D0019,no,NULL,NULL,0.0,8
N0001913G0011,no,NULL,NULL,0.0,1
N0001914D0005,no,NULL,NULL,0.0,4
N0001914D0016,no,NULL,NULL,0.0,3
N0001915D0019,no,NULL,NULL,0.0,6
N0001915D0033,no,NULL,NULL,0.0,4
N0001916C0055,no,CA,USA,0.0,1
N0001916D1001,no,NULL,NULL,0.0,4
N0001917C0065,no,VA,USA,1079088.57,5
N0001917C0065,no,IN,USA,0.0,1
N0001917C0081,no,IN,USA,405571757.0,46
N0001917D0090,no,NULL,NULL,0.0,13
N0001917D0091,no,NULL,NULL,0.0,15
N0001917F0142,no,IN,USA,0.0,1
N0001917F0227,no,IN,USA,1194869.0,5
N0001917F0228,no,IN,USA,10039350.24,10
N0001917F0556,no,IN,USA,0.0,1
N0001917F1516,no,IN,USA,-2246647.8,1
N0001917F1528,no,IN,USA,-2427678.55,4
N0001917F1531,no,IN,USA,261120.0,1
N0001917F1548,no,IN,USA,-63664.96,1
N0001917F1583,no,IN,USA,-5042007.3,1
N0001917F1664,no,IN,USA,-70501.5,1
N0001917G0008,no,NULL,NULL,0.0,5
N0001917P0069,no,PA,USA,0.0,1
N0001918F0017,no,NULL,GBR,552158.25,3
N0001918F0114,no,NULL,GBR,921176.55,2
N0001918F0227,no,IN,USA,27924637.71,11
N0001918F0228,no,IN,USA,27814330.71,6
N0001918F0230,no,IN,USA,8230273.0,2
N0001918F0243,no,IN,USA,1531511.2,3
N0001918F0258,no,IN,USA,11748237.24,5
N0001918F0264,no,IN,USA,1290960.0,4
N0001918F0268,no,IN,USA,1745227.8,5
N0001918F0519,no,NULL,ITA,396083.17,2
N0001918F0527,no,IN,USA,-217883.2,3
N0001918F0583,no,CA,USA,138974206.96,8
N0001918F1638,no,IN,USA,192885.0,1
N0001918F1648,no,CA,USA,0.0,1
N0001918F1681,no,IN,USA,0.0,4
N0001918F1694,no,NULL,GBR,1282386.72,3
N0001918F1716,no,IN,USA,137786.68,2
N0001918F2348,no,CA,USA,2736971.94,2
N0001918F2356,no,IN,USA,81477.0,1
N0001918F2455,no,IN,USA,2262000.0,5
N0001918F2528,no,IN,USA,1165825.19,2
N0001918F2617,no,MD,USA,47698.0,2
N0001918G0025,no,NULL,NULL,0.0,2
N0001919C0061,no,NULL,GBR,530226.38,6
N0001919D0024,no,NULL,NULL,0.0,8
N0001919F0004,no,IN,USA,512163.74,4
N0001919F0011,no,IN,USA,226615.47,1
N0001919F0038,no,IN,USA,8561617.38,3
N0001919F2564,no,IN,USA,135269203.5,9
N0001919F2584,no,NULL,GBR,448563.74,2
N0001919F2585,no,NULL,GBR,1665225.0,1
N0001919F2608,no,IN,USA,2782479.0,2
N0001919F2626,no,NULL,ITA,468457.0,1
N0001919F2684,no,PA,USA,148447.0,5
N0001919F2695,no,IN,USA,79747.2,1
N0001919F2779,no,IN,USA,40903321.81,16
N0001919F2781,no,MD,USA,34015.8,1
N0001919F2783,no,IN,USA,19666931.12,8
N0001919F2798,no,IN,USA,2358461.66,4
N0001919F2810,no,IN,USA,10585198.58,5
N0001919F2812,no,IN,USA,1356306.17,5
N0001919F2943,no,IN,USA,10969134.5,2
N0001919F4027,no,IN,USA,1531290.72,2
N0001919F4095,no,IN,USA,17007.9,2
N0001919G0013,no,NULL,NULL,0.0,3
N0001920C0017,no,OH,USA,653760.0,2
N0001920D0004,no,NULL,NULL,0.0,7
N0001920F0042,no,IN,USA,1577228.0,1
N0001920F0208,no,NULL,ITA,411401.76,1
N0001920F0221,no,IN,USA,2948307.74,3
N0001920F0263,no,IN,USA,11629371.0,3
N0001920F0319,no,NULL,JPN,15496971.07,25
N0001920F0325,no,IN,USA,353936.4,4
N0001920F0376,no,TX,USA,5049876.74,2
N0001920F0431,no,IN,USA,166892834.12,21
N0001920F0435,no,IN,USA,463576.0,5
N0001920F0494,no,NULL,GBR,345878.13,5
N0001920F0514,no,NULL,GBR,563925.84,2
N0001920F0515,no,NULL,GBR,3500565.36,4
N0001920F0632,no,IN,USA,780354.0,4
N0001920F0719,no,IN,USA,14143112.24,6
N0001920F0737,no,IN,USA,6218873.92,6
N0001920F0742,no,IN,USA,41564940.44,17
N0001920F0752,no,NULL,GBR,123780.73,1
N0001920F5005,no,IN,USA,5137093.74,4
N0001920F9000,no,TX,USA,0.0,5
N0001920F9001,no,IN,USA,454243.0,3
N0001920F9002,no,IN,USA,8156.54,2
N0001921D0015,no,NULL,NULL,0.0,9
N0001921F0001,no,IN,USA,167427222.27,6
N0001921F0002,no,IN,USA,283519.53,4
N0001921F0076,no,IN,USA,29565.48,5
N0001921F0150,no,NULL,ITA,521315.64,6
N0001921F0191,no,IN,USA,154583623.95,13
N0001921F0296,no,NULL,GBR,1506721.07,3
N0001921F0339,no,IN,USA,21755.04,1
N0001921F0378,no,IN,USA,2187485.64,1
N0001921F0380,no,IN,USA,11995955.33,1
N0001921F0387,no,IN,USA,32252287.89,14
N0001921F0403,no,IN,USA,1027093.55,1
N0001921F0441,no,IN,USA,1575539.52,2
N0001921F0838,no,IN,USA,190543.56,4
N0001921F0883,no,IN,USA,26712610.91,11
N0001921F7000,no,IN,USA,81723.32,1
N0001921F7001,no,IN,USA,56050.0,4
N0001921F7002,no,IN,USA,248007.88,1
N0001922C0003,no,PA,USA,7767763.0,8
N0001922C0018,no,IN,USA,1555224.65,4
N0001922C0018,no,VA,USA,366741.5,2
N0001922D0003,no,NULL,NULL,0.0,7
N0001922D0011,no,NULL,NULL,0.0,14
N0001922D0042,no,NULL,NULL,0.0,7
N0001922F0001,no,IN,USA,147027390.49,8
N0001922F0002,no,IN,USA,281541.23,4
N0001922F0004,no,TX,USA,12166532.0,1
N0001922F0908,no,IN,USA,164165.65,3
N0001922F0981,no,IN,USA,151868209.25,14
N0001922F1009,no,IN,USA,0.0,3
N0001922F1131,no,IN,USA,10431712.46,9
N0001922F1192,no,IN,USA,779761.6,1
N0001922F1219,no,IN,USA,578350.84,2
N0001922F2027,no,IN,USA,282106.9,3
N0001922F2069,no,IN,USA,6507605.5,2
N0001922F2100,no,IN,USA,5881918.54,3
N0001922F2101,no,IN,USA,0.0,3
N0001922F2103,no,IN,USA,0.0,2
N0001922F2104,no,IN,USA,0.0,2
N0001922F2115,no,IN,USA,675193.5,1
N0001922F2151,no,IN,USA,2949021.38,1
N0001922F2229,no,NULL,GBR,4029589.53,7
N0001922F2249,no,NULL,JPN,32633042.41,6
N0001922F2253,no,IN,USA,6812386.87,3
N0001922F2254,no,IN,USA,2212108.14,3
N0001922F2301,no,NULL,GBR,2644218.47,10
N0001922F2386,no,IN,USA,1497469.17,3
N0001922F2388,no,IN,USA,1239759.8,3
N0001922F2524,no,IN,USA,672575.58,2
N0001922F2535,no,IN,USA,8365948.56,1
N0001922F2605,no,IN,USA,8511286.38,5
N0001922F3000,no,IN,USA,120298.0,2
N0001922F3002,no,IN,USA,120298.0,2
N0001922F9001,no,IN,USA,160005953.58,10
N0001922F9002,no,IN,USA,180417.96,3
N0001922G0008,no,NULL,NULL,0.0,5
N000192390007,no,MD,USA,2399565.0,3
N0001923C0017,no,IN,USA,96169248.0,2
N0001923D0014,no,NULL,NULL,0.0,13
N0001923F0059,no,IN,USA,67753.8,3
N0001923F0111,no,IN,USA,5022464.1,2
N0001923F0170,no,IN,USA,599736.0,1
N0001923F0264,no,IN,USA,23674881.0,7
N0001923F0373,no,IN,USA,7469801.25,6
N0001923F0415,no,IN,USA,10318992.66,2
N0001923F0447,no,IN,USA,100522.25,1
N0001923F0493,no,IN,USA,11090018.07,7
N0001923F0572,no,IN,USA,2627450.0,2
N0001923F0602,no,IN,USA,153567.09,2
N0001923F0603,no,IN,USA,170997909.65,14
N0001923F0633,no,IN,USA,10110401.82,1
N0001923F0634,no,IN,USA,0.0,3
N0001923F0658,no,MS,USA,0.0,2
N0001923F2505,no,NULL,ITA,872986.32,2
N0001923F2514,no,IN,USA,142255855.39,17
N0001923F2550,no,IN,USA,5898042.76,1
N0001923F2551,no,IN,USA,1132866.07,3
N0001923F2594,no,IN,USA,21284480.61,11
N0001923F2598,no,IN,USA,1700436.12,1
N000192490014,no,MD,USA,1707875.0,9
N0001924F0009,no,IN,USA,301737.0,2
N0001924F0027,no,IN,USA,29228.16,2
N0001924F0055,no,IN,USA,61754516.76,16
N0001924F0067,no,IN,USA,3731536.79,3
N0001924F0076,no,IN,USA,12655224.65,4
N0001924F0090,no,IN,USA,19556177.35,4
N0001924F0108,no,NULL,KWT,1471617.24,2
N0001924F0176,no,IN,USA,3071115.58,1
N0001924F0176,no,MD,USA,0.0,2
N0001924F0192,no,IN,USA,7846998.0,3
N0001924F0255,no,IN,USA,329100.68,1
N0001924F0588,no,IN,USA,5291479.0,4
N0001924F0614,no,IN,USA,1018543.0,3
N0001924F1809,no,IN,USA,725443.0,1
N0001924F1819,no,IN,USA,1996422.01,3
N0001924F1884,no,IN,USA,108240.72,2
