vintage,pb_year,li,class,category,is_total,fy,value_$M
FY24,2024,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2024,96.905
FY24,2024,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2025,84.884
FY24,2024,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2026,110.262
FY24,2024,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2027,124.613
FY24,2024,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2028,165.832
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2022,8.097
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2023,26.587
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2024,8.430
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2025,36.254
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2026,36.978
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2027,39.685
FY24,2024,1045,Columbia,ELECTRONICS (13),yes,2028,40.479
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2022,1773.980
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2023,2778.553
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,3390.734
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,3932.378
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,3481.110
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,3660.061
FY24,2024,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,3782.709
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2022,1121.470
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2023,1004.950
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2024,1035.070
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2025,1066.120
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2026,1097.900
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2027,1130.900
FY24,2024,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2028,640.655
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2022,31.150
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2023,31.774
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2024,32.408
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2025,33.056
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2026,33.718
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2027,34.392
FY24,2024,2013,Virginia,Electronics Equipment LLTM,subitem,2028,35.080
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2022,47.214
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2023,48.538
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2024,49.508
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2025,50.498
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2026,51.508
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2027,52.538
FY24,2024,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2028,53.589
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2022,533.556
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2023,723.879
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2024,568.247
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2025,820.076
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2026,598.620
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2027,611.172
FY24,2024,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2028,623.395
FY24,2024,2013,Virginia,Advance Procurement,yes,2022,2105.407
FY24,2024,2013,Virginia,Advance Procurement,yes,2023,2025.651
FY24,2024,2013,Virginia,Advance Procurement,yes,2024,1855.502
FY24,2024,2013,Virginia,Advance Procurement,yes,2025,2214.984
FY24,2024,2013,Virginia,Advance Procurement,yes,2026,2050.264
FY24,2024,2013,Virginia,Advance Procurement,yes,2027,2102.858
FY24,2024,2013,Virginia,Advance Procurement,yes,2028,1484.422
FY24,2024,2013,Virginia,Economic Order of Quantity,yes,2024,1360.037
FY24,2024,2013,Virginia,Economic Order of Quantity,yes,2025,1298.349
FY24,2024,2013,Virginia,Economic Order of Quantity,yes,2026,707.862
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2022,2105.407
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2023,2025.651
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,3215.539
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,3513.333
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,2758.126
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,2102.858
FY24,2024,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,1484.422
FY25,2025,1045,Columbia,PLANS,yes,2023,541.000
FY25,2025,1045,Columbia,PLANS,yes,2024,400.000
FY25,2025,1045,Columbia,PLANS,yes,2025,2027.189
FY25,2025,1045,Columbia,PLANS,yes,2026,1442.788
FY25,2025,1045,Columbia,PLANS,yes,2027,784.679
FY25,2025,1045,Columbia,PLANS,yes,2028,608.159
FY25,2025,1045,Columbia,PLANS,yes,2029,22.736
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2023,564.070
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2024,364.957
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2025,863.901
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2026,600.031
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2027,1008.020
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2028,1245.464
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2029,1327.114
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2023,221.311
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2024,174.136
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2025,216.261
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2026,261.291
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2027,297.346
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2028,301.019
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2029,309.689
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2023,184.669
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2024,124.678
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2025,608.727
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2026,583.783
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2027,623.336
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2028,638.378
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2029,653.770
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2023,140.871
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2024,769.628
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2025,489.266
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2026,380.580
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2027,173.779
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2028,174.596
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2029,17.437
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2023,31.745
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2024,31.607
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2025,47.320
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2026,48.812
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2027,48.000
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2028,41.340
FY25,2025,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2029,51.487
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2023,772.686
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2024,1272.405
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2025,1526.697
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2026,1440.529
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2027,1490.151
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2028,1544.068
FY25,2025,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2029,1602.444
FY25,2025,1045,Columbia,HM&E (9),yes,2023,86.285
FY25,2025,1045,Columbia,HM&E (9),yes,2024,66.824
FY25,2025,1045,Columbia,HM&E (9),yes,2025,75.475
FY25,2025,1045,Columbia,HM&E (9),yes,2026,86.202
FY25,2025,1045,Columbia,HM&E (9),yes,2027,74.393
FY25,2025,1045,Columbia,HM&E (9),yes,2028,95.431
FY25,2025,1045,Columbia,HM&E (9),yes,2029,78.284
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2023,111.407
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2024,71.867
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2025,135.115
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2026,115.039
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2027,143.712
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2028,115.020
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2029,113.673
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2023,0.641
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2024,9.297
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2025,5.035
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2026,2.306
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2027,3.848
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2028,1.751
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2029,1.500
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2023,97.281
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2024,96.905
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2025,86.783
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2026,111.394
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2027,117.609
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2028,165.832
FY25,2025,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2029,78.872
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2023,26.587
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2024,8.430
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2025,74.670
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2026,79.140
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2027,81.760
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2028,83.395
FY25,2025,1045,Columbia,ELECTRONICS (13),yes,2029,85.062
FY25,2025,1045,Columbia,Electronics EOQ (14),yes,2025,59.500
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2023,2778.553
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,3390.734
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,6215.939
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,5151.895
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,4846.633
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,5014.453
FY25,2025,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2029,4342.068
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2023,1004.950
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2024,1035.070
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2025,1273.090
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2026,1336.590
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2027,1403.490
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2028,949.495
FY25,2025,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2029,1007.465
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2023,31.774
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2024,32.408
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2025,33.056
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2026,33.718
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2027,34.392
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2028,35.080
FY25,2025,2013,Virginia,Electronics Equipment LLTM,subitem,2029,17.891
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2023,48.538
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2024,49.508
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2025,50.498
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2026,51.508
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2027,52.538
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2028,53.589
FY25,2025,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2029,27.331
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2023,723.879
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2024,568.247
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2025,820.076
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2026,598.620
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2027,611.172
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2028,623.395
FY25,2025,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2029,346.463
FY25,2025,2013,Virginia,Advance Procurement,yes,2023,2025.651
FY25,2025,2013,Virginia,Advance Procurement,yes,2024,1855.502
FY25,2025,2013,Virginia,Advance Procurement,yes,2025,2421.954
FY25,2025,2013,Virginia,Advance Procurement,yes,2026,2288.954
FY25,2025,2013,Virginia,Advance Procurement,yes,2027,2375.448
FY25,2025,2013,Virginia,Advance Procurement,yes,2028,1839.613
FY25,2025,2013,Virginia,Advance Procurement,yes,2029,1575.177
FY25,2025,2013,Virginia,Economic Order of Quantity,yes,2024,1360.037
FY25,2025,2013,Virginia,Economic Order of Quantity,yes,2025,1298.349
FY25,2025,2013,Virginia,Economic Order of Quantity,yes,2026,707.862
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2023,2025.651
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,3215.539
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,3720.303
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,2996.816
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,2375.448
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,1839.613
FY25,2025,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2029,1575.177
FY26,2026,1045,Columbia,PLANS,yes,2024,2355.000
FY26,2026,1045,Columbia,PLANS,yes,2025,2077.189
FY26,2026,1045,Columbia,PLANS,yes,2026,1407.249
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2024,364.957
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2025,810.400
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2026,515.253
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2024,174.136
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2025,216.261
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2026,261.291
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2024,124.678
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2025,608.727
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2026,583.782
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2024,769.628
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2025,489.266
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2026,376.645
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2024,31.607
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2025,47.320
FY26,2026,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2026,46.155
FY26,2026,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2024,1272.405
FY26,2026,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2025,1526.697
FY26,2026,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2026,1440.528
FY26,2026,1045,Columbia,HM&E (9),yes,2024,66.824
FY26,2026,1045,Columbia,HM&E (9),yes,2025,75.475
FY26,2026,1045,Columbia,HM&E (9),yes,2026,86.202
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2024,71.867
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2025,135.115
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2026,124.346
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2024,9.297
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2025,5.035
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2026,5.509
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2024,96.905
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2025,86.783
FY26,2026,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2026,108.205
FY26,2026,1045,Columbia,ELECTRONICS (13),yes,2024,8.430
FY26,2026,1045,Columbia,ELECTRONICS (13),yes,2025,78.171
FY26,2026,1045,Columbia,ELECTRONICS (13),yes,2026,110.601
FY26,2026,1045,Columbia,Electronics EOQ (14),yes,2025,59.500
FY26,2026,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,5345.734
FY26,2026,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,6215.939
FY26,2026,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,5065.766
FY26,2026,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2024,1035.070
FY26,2026,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2025,1273.090
FY26,2026,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2026,1336.590
FY26,2026,2013,Virginia,Electronics Equipment LLTM,subitem,2024,32.408
FY26,2026,2013,Virginia,Electronics Equipment LLTM,subitem,2025,33.056
FY26,2026,2013,Virginia,Electronics Equipment LLTM,subitem,2026,33.718
FY26,2026,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2024,49.508
FY26,2026,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2025,50.498
FY26,2026,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2026,51.508
FY26,2026,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2024,568.247
FY26,2026,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2025,820.076
FY26,2026,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2026,598.620
FY26,2026,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2024,113.512
FY26,2026,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2025,245.234
FY26,2026,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2026,268.518
FY26,2026,2013,Virginia,Advance Procurement,yes,2024,1798.745
FY26,2026,2013,Virginia,Advance Procurement,yes,2025,2421.954
FY26,2026,2013,Virginia,Advance Procurement,yes,2026,2288.954
FY26,2026,2013,Virginia,Economic Order of Quantity,yes,2024,1360.037
FY26,2026,2013,Virginia,Economic Order of Quantity,yes,2025,1298.349
FY26,2026,2013,Virginia,Economic Order of Quantity,yes,2026,707.862
FY26,2026,2013,Virginia,Plans,yes,2024,200.000
FY26,2026,2013,Virginia,Plans,yes,2026,130.000
FY26,2026,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2024,3358.782
FY26,2026,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,3720.303
FY26,2026,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,3126.816
FY27,2027,1045,Columbia,PLANS (1),yes,2025,2077.189
FY27,2027,1045,Columbia,PLANS (1),yes,2026,1692.249
FY27,2027,1045,Columbia,PLANS (1),yes,2027,809.679
FY27,2027,1045,Columbia,PLANS (1),yes,2028,1018.316
FY27,2027,1045,Columbia,PLANS (1),yes,2029,709.136
FY27,2027,1045,Columbia,PLANS (1),yes,2030,624.179
FY27,2027,1045,Columbia,PLANS (1),yes,2031,631.272
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2025,822.913
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2026,515.253
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2027,915.421
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2028,1150.939
