rank,uei,vendor,amount_M_lifetime,primary_naics,naics_desc,naics_2digit,naics_4digit,naics_sector_label,cage,country,lookup_status
70,WESDY4U81NP8,"TRIDENT MARITIME SYSTEMS - CAC, LLC",13.6026,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,9MK59,USA,ok
71,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",13.5563,,,,,Unknown,,,not_found
72,NGTNPRCG6BE1,GENERAL ATOMICS,13.5381,,,,,Unknown,,,not_found
73,CDVZLNCU7Z44,LEHIGH HEAVY FORGE CORP,13.513,,,,,Unknown,,,not_found
74,V1MQFNQB56Z5,RIX INDUSTRIES,12.3193,333912,Air and Gas Compressor Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,28953,USA,ok
75,L8T4R3N7ACL6,COLFAX CORPORATION,12.0003,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,33,3334,Manufacturing — Machinery/Electronics/Transport Eq,36NM9,USA,ok
76,SHDVJS6DKEX1,LAG INTERNATIONAL S.A.,11.9169,,,,,Unknown,,,not_found
77,MKDGDE6K34N5,"D. W. CLARK, INC.",11.4072,331513,Steel Foundries (except Investment) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,5A043,USA,ok
78,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",11.2477,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,93812,USA,ok
79,GCWKULHML2S3,WARTSILA OYJ ABP,11.1551,,,,,Unknown,,,not_found
80,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,10.8716,,,,,Unknown,,,not_found
81,MF1LU8RPCMB8,TECHPRECISION CORPORATION,10.803,332313,Plate Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,6Y869,USA,ok
82,R769GJRQF618,"KOIKE ARONSON, INC.",10.5683,,,,,Unknown,,,not_found
83,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,10.4884,,,,,Unknown,,,not_found
84,DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",10.2623,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,6YQC9,USA,ok
85,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",10.002,325991,Custom Compounding of Purchased Resins ,32,3259,Manufacturing — Chemicals/Plastics/Metals,0EXM6,USA,ok
86,KAG7VEFLUZQ4,"SARGENT AEROSPACE & DEFENSE, LLC",9.8485,,,,,Unknown,,,not_found
87,CXK2Y51KDBW1,PRL INDUSTRIES INC,9.8158,331513,Steel Foundries (except Investment) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,3L826,USA,ok
88,W3KUJLTCRLV1,AMMCON CORP.,9.249,332919,Other Metal Valve and Pipe Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,6W889,USA,ok
89,XDF1FRDG8KK4,"FOSTER-MILLER, INC.",9.165,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,30233,USA,ok
90,FWF8QBPCGLG3,GENERAL TOOL COMPANY,9.1239,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,96454,USA,ok
91,L4ZMKLM4MPL3,MOOG INC.,8.9572,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,94697,USA,ok
92,NTREK31GP8N3,KSARIA CORPORATION,8.878,334417,Electronic Connector Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,3ET44,USA,ok
93,F42BKS7EHCL8,ULTRA ELECTRONICS HOLDINGS PLC,8.825,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",33,3344,Manufacturing — Machinery/Electronics/Transport Eq,10LV4,USA,ok
94,WPP2ABN6UCF5,"L3HARRIS TECHNOLOGIES, INC.",8.6136,334290,Other Communications Equipment Manufacturing,33,3342,Manufacturing — Machinery/Electronics/Transport Eq,28199,USA,ok
95,CE3HF8PLAFD3,"MILWAUKEE VALVE COMPANY, LLC",8.486,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,3J605,USA,ok
96,VXHFDAKS2LZ6,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,8.3257,333611,Turbine and Turbine Generator Set Units Manufacturing ,33,3336,Manufacturing — Machinery/Electronics/Transport Eq,8FGX3,USA,ok
97,CT5WNUADNZ44,AMPHENOL CORPORATION,8.2696,551114,"Corporate, Subsidiary, and Regional Managing Offices ",55,5511,Management of Companies,59PE0,USA,ok
98,J3C4WKJZZKN5,"LANDSTAR SYSTEM, INC.",8.1402,,,,,Unknown,,,not_found
99,RXA2JHPN9JD3,"BRANTNER AND ASSOCIATES, INC.",8.1016,,,,,Unknown,,,not_found
100,MKXMUFJJYLY5,WARD LEONARD CT LLC,7.9309,335312,Motor and Generator Manufacturing ,33,3353,Manufacturing — Machinery/Electronics/Transport Eq,63743,USA,ok
101,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,7.8153,,,,,Unknown,,,not_found
102,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",7.7968,,,,,Unknown,,,not_found
103,LPY6KXBKHMK8,"RHOADS INDUSTRIES, INC.",7.7534,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,5YPJ2,USA,ok
104,QCFDU4MA1444,A/Z CORPORATION,7.7209,236210,Industrial Building Construction ,23,2362,Construction,1ND67,USA,ok
105,JSAXGRLNEJ63,"COLONNA'S SHIP YARD, INCORPORATED",7.6393,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,8C427,USA,ok
106,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",7.599,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,29030,USA,ok
107,ZFQBUPK552C3,THE H R HILLERY COMPANY,7.3617,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,2D921,USA,ok
108,G319AMB56SW5,GRAYCLIFF PARTNERS LP,7.3241,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,1NPW9,USA,ok
109,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",7.2724,332420,Metal Tank (Heavy Gauge) Manufacturing,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,0GFE1,USA,ok
110,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,7.0863,332322,Sheet Metal Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,3D527,USA,ok
111,NSWQJBEZZD83,SOPHEON CORPORATION,6.9044,513210,Software Publishers,51,5132,Information,105Y5,USA,ok
112,E86GJS762JJ5,TOTAL SA,6.8713,424710,Petroleum Bulk Stations and Terminals ,42,4247,Wholesale Trade,FAQE4,FRA,ok
113,PBC2VH3ND3D4,"CP INDUSTRIES HOLDINGS, INC",6.8546,,,,,Unknown,,,not_found
114,LPWJLN5JQPW4,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,6.8091,,,,,Unknown,,,not_found
115,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",6.6181,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,1V8V4,USA,ok
116,HSV2N9ACRTJ6,EMERSON AUTOMATION SOLUTIONS FINAL CONTROL US LP,6.6039,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,15187,USA,ok
117,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",6.2779,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,6BTC1,USA,ok
118,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",6.1652,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,0SG78,USA,ok
119,DNV6ZJNJPLW8,AMERICAN INDUSTRIAL ACQUISITION CORPORATION,6.022,551112,Offices of Other Holding Companies ,55,5511,Management of Companies,82RC5,USA,ok
120,Z43PV7K61YL4,WAUKESHA BEARINGS CORPORATION,6.0168,,,,,Unknown,,,not_found
121,FR7WWCCNBQZ6,D K MACHINE INC,5.9575,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,1V7D3,USA,ok
122,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP.,5.9332,332112,Nonferrous Forging ,33,3321,Manufacturing — Machinery/Electronics/Transport Eq,13871,USA,ok
123,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,5.8987,611430,Professional and Management Development Training ,61,6114,Educational Services,64825,USA,ok
124,E2P8AAJA2LK5,"MICRO PRECISION, LLC",5.8632,332721,Precision Turned Product Manufacturing ,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,8U766,USA,ok
125,E9DKKLZNCQS9,TRIDENT MARITIME SYSTEMS UK LIMITED,5.7874,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,K0735,GBR,ok
126,M98JCJ2U7RD8,CARLTON NATIONAL RESOURCES INC,5.7229,541330,Engineering Services,54,5413,Professional/Scientific/Technical Services,537J2,USA,ok
127,QZ9GLUKS1MS9,ARTCRAFT FABRICATORS INC,5.5757,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,6TQ25,USA,ok
128,HYNSUU4GPWA9,"GLOBAL EXECUTIVE SOLUTIONS, LLC",5.4754,541611,Administrative Management and General Management Consulting Services ,54,5416,Professional/Scientific/Technical Services,8R0K3,USA,ok
129,HLQLWMV97J37,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,5.4421,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,830R7,USA,ok
130,N9UNRN3F79J1,CIRCOR PUMPS NORTH AMERICA LLC,5.2948,,,,,Unknown,,,not_found
131,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,5.2511,,,,,Unknown,,,not_found
132,EVP4KM37YU23,CLEVELAND-CLIFFS INC.,5.1337,,,,,Unknown,8SDV3,USA,ok
133,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,5.1244,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,42,4236,Wholesale Trade,9Y507,USA,ok
134,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,5.0926,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",54,5417,Professional/Scientific/Technical Services,04JN4,USA,ok
135,E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",4.9502,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,8BEM7,USA,ok
136,PNQKKYEK31E3,BAE SYSTEMS HOLDINGS INC.,4.8858,,,,,Unknown,,,not_found
137,W1LDBNHD4EM7,SCHLUMBERGER N.V.,4.6285,,,,,Unknown,,,not_found
138,QB7EKDNK2E83,TIM BRIERE,4.6268,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,7FCZ5,USA,ok
139,E3YNKWRANZ18,"AQUA-CHEM, INC.",4.5858,332410,Power Boiler and Heat Exchanger Manufacturing,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,0EXU3,USA,ok
140,XTYYPELG5MQ7,"PENNSYLVANIA MACHINE WORKS, LLC",4.5773,,,,,Unknown,,,not_found
141,FH39KDCYBK21,"HTP MEDS, LLC",4.4774,,,,,Unknown,,,not_found
142,FFXKK2MMEM97,"DYNAMIC PRECISION GROUP, INC.",4.4189,,,,,Unknown,,,not_found
143,XLKTN1TLGB75,ELMA ELECTRONIC AG,4.3803,,,,,Unknown,,,not_found
144,PJRYS7EFXQD9,B N L INDUSTRIES INC,4.3773,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,0AZ22,USA,ok
145,H8CSTCGGDD87,STRYTEN ENERGY LLC,4.3645,335910,Battery Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,20038,USA,ok
146,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",4.3428,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",54,5417,Professional/Scientific/Technical Services,4TMM7,USA,ok
147,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,4.3206,541519,Other Computer Related Services,54,5415,Professional/Scientific/Technical Services,5XPW3,USA,ok
148,PNE9R5EJMWK8,L3HARRIS MARITIME SERVICES INC,4.2738,,,,,Unknown,,,not_found
149,LL4CVJVLBGN1,QINETIQ GROUP PLC,4.2713,,,,,Unknown,,,not_found
150,D1L2HV3GLLY3,TIOGA PIPE INC,4.2425,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,42,4235,Wholesale Trade,4DWR2,USA,ok
,CBMZJ3Z5SC89,GOODRICH CORP,64.378,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",32,3261,Manufacturing — Chemicals/Plastics/Metals,0BBK9,USA,ok
,C9C6HPQLL4A8,CATERPILLAR INC,19.516,333120,Construction Machinery Manufacturing,33,3331,Manufacturing — Machinery/Electronics/Transport Eq,11083,USA,ok
,HW4GNCTLLAM4,GENERAL ATOMICS,13.538,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,4US81,USA,ok
,D7HNEN3DAN36,LEHIGH HEAVY FORGE CORP,13.513,332111,Iron and Steel Forging ,33,3321,Manufacturing — Machinery/Electronics/Transport Eq,1GXA7,USA,ok
,UMQ8KHJJUBN6,"KOIKE ARONSON, INC.",10.568,333992,Welding and Soldering Equipment Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,95226,USA,ok
,F8M5LJA6LJL4,"SARGENT AEROSPACE & DEFENSE, LLC",9.849,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,78062,USA,ok
,RDG4F8MZVDU1,"L3HARRIS TECHNOLOGIES, INC.",21.627,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",33,3353,Manufacturing — Machinery/Electronics/Transport Eq,86301,USA,ok
,KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",8.102,334417,Electronic Connector Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,15789,USA,ok
,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, LLC",4.577,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,3K374,USA,ok
,RG8HFHKSV215,"PDS ENGINEERING & CONSTRUCTION, INC.",4.352,236210,Industrial Building Construction ,23,2362,Construction,3BHM5,USA,ok
,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,4.693,332323,Ornamental and Architectural Metal Work Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,87761,USA,ok
,MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",5.682,332410,Power Boiler and Heat Exchanger Manufacturing,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,1V968,USA,ok
,N6JZARL64EW5,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",4.0,541611,Administrative Management and General Management Consulting Services ,54,5416,Professional/Scientific/Technical Services,438P1,USA,ok
,Y7N4SPXNK115,CLEVELAND-CLIFFS INC.,5.134,,,,,Unknown,,,not_found
,ETWEE7EYY9G5,COGITIC CORPORATION,3.738,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,3UED3,USA,ok
,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",3.62,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,0LC90,USA,ok
,EYMMLMHBMSL5,"SGL AUTOMATION, LLC",3.543,,,,,Unknown,,,not_found
,M553NMG2GTR6,NORTECH SYSTEMS INC,3.51,335931,Current-Carrying Wiring Device Manufacturing ,33,3359,Manufacturing — Machinery/Electronics/Transport Eq,24600,USA,ok
,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,3.51,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",54,5417,Professional/Scientific/Technical Services,0ZEU0,USA,ok
,VJHFDLA3NLG8,"HITACHI, LTD.",18.026,331513,Steel Foundries (except Investment) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,3FKW2,USA,ok
,T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,3.25,332216,Saw Blade and Handtool Manufacturing ,33,3322,Manufacturing — Machinery/Electronics/Transport Eq,87641,USA,ok
,JCXDK86FK3L5,FEDERAL METAL CO,3.236,331420,"Copper Rolling, Drawing, Extruding, and Alloying",33,3314,Manufacturing — Machinery/Electronics/Transport Eq,5B438,USA,ok
,LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",3.185,333992,Welding and Soldering Equipment Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,29677,USA,ok
,EVZMB1757DW5,"STEELFAB, INC.",4.012,332312,Fabricated Structural Metal Manufacturing ,33,3323,Manufacturing — Machinery/Electronics/Transport Eq,5AQG0,USA,ok
,QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,3.05,336611,Ship Building and Repairing ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,34246,USA,ok
,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,3.227,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",42,4233,Wholesale Trade,1UZ52,USA,ok
,K4GJKMQD4961,"BARBER-NICHOLS, LLC",2.9,333611,Turbine and Turbine Generator Set Units Manufacturing ,33,3336,Manufacturing — Machinery/Electronics/Transport Eq,57377,USA,ok
,GWKMNJ89SCC5,MATERION CORPORATION,3.859,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",33,3314,Manufacturing — Machinery/Electronics/Transport Eq,05451,USA,ok
,HTR5K76FMH84,"Federal Bronze Casting Industries, Inc.",6.522,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,33,3315,Manufacturing — Machinery/Electronics/Transport Eq,0NMD0,USA,ok
,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",4.426,334519,Other Measuring and Controlling Device Manufacturing ,33,3345,Manufacturing — Machinery/Electronics/Transport Eq,54535,USA,ok
,XJWLF38U74P3,FLUID HANDLING LLC,2.689,332410,Power Boiler and Heat Exchanger Manufacturing,33,3324,Manufacturing — Machinery/Electronics/Transport Eq,6LE50,USA,ok
,JFHLZNJLWAN5,"TM INDUSTRIES, LLC",2.647,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,6J0F3,USA,ok
,KXWXRYB3FBW3,FLOWSERVE CORPORATION,2.594,333995,Fluid Power Cylinder and Actuator Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,52374,USA,ok
,PWK4GDMMEAQ8,AMETEK INC.,2.571,334417,Electronic Connector Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,0DNZ3,USA,ok
,D6GJGD1KMH25,"ANIXTER, INC",2.461,,,,,Unknown,,,not_found
,FFL2MLNT4FN1,GARDNER DENVER NASH LLC,2.457,333912,Air and Gas Compressor Manufacturing ,33,3339,Manufacturing — Machinery/Electronics/Transport Eq,42280,USA,ok
,N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",2.437,332911,Industrial Valve Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,90800,USA,ok
,RLYHS582JDW8,Schlumberger N.V.,8.608,334519,Other Measuring and Controlling Device Manufacturing ,33,3345,Manufacturing — Machinery/Electronics/Transport Eq,4CMC2,USA,ok
,Z19UP1U6FMT1,INDUSTRIAL TRANSFER AND STORAGE INC.,9.687,238290,Other Building Equipment Contractors ,23,2382,Construction,5V4S1,USA,ok
,X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,2.318,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,33,3311,Manufacturing — Machinery/Electronics/Transport Eq,5KNT4,USA,ok
,PUVNWFNW5BG3,VETERANS GROUP LLC,2.303,336612,Boat Building ,33,3366,Manufacturing — Machinery/Electronics/Transport Eq,4ZFL8,USA,ok
,TUJCSP9NJ6V5,"BRANTNER AND ASSOCIATES, INC.",2.285,,,,,Unknown,,,not_found
,NHA2LDXZPES3,ITT Inc.,6.962,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,24403,USA,ok
,Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",2.279,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,33,3364,Manufacturing — Machinery/Electronics/Transport Eq,29183,USA,ok
,GYMLL74UL5Q8,"HYDRASEARCH COMPANY, LLC",2.271,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,32142,USA,ok
,KSZBH4K529U5,"CMI, INC.",2.269,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,42,4235,Wholesale Trade,7CA90,USA,ok
,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,2.267,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,05991,USA,ok
,KZGEJ29ND6K3,RAG-Stiftung,2.228,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,32,3259,Manufacturing — Chemicals/Plastics/Metals,3EUP5,USA,ok
,J8PKNJEX2MS2,"LOCKWOOD BROTHERS, INC.",9.817,483113,Coastal and Great Lakes Freight Transportation ,48,4831,Transportation,2D658,USA,ok
,XPJVJCWTHYV6,"ESCO GROUP, INC.",2.159,333248,All Other Industrial Machinery Manufacturing ,33,3332,Manufacturing — Machinery/Electronics/Transport Eq,6XPH0,USA,ok
,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",8.018,541519,Other Computer Related Services,54,5415,Professional/Scientific/Technical Services,1BS14,USA,ok
,CG86N1ZC42B8,Ammcon Corp.,2.196,,,,,Unknown,,,not_found
,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",2.177,334419,Other Electronic Component Manufacturing ,33,3344,Manufacturing — Machinery/Electronics/Transport Eq,52681,USA,ok
,G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,2.13,332710,Machine Shops,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,79N81,USA,ok
,MSFLXVQVJMG4,CURTISS-WRIGHT CORPORATION,2.067,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,33,3345,Manufacturing — Machinery/Electronics/Transport Eq,95210,USA,ok
,U73RYB2RKTW4,"RWH CONSULTING GROUP, INC.",2.417,561320,Temporary Help Services,56,5613,Admin/Support/Waste/Remediation,44PZ3,USA,ok
,WNDYZX3ALFB1,"COMARK, LLC",4.456,334111,Electronic Computer Manufacturing ,33,3341,Manufacturing — Machinery/Electronics/Transport Eq,7R197,USA,ok
,MK9SR2K87JN5,"Landstar System, Inc.",8.14,484121,"General Freight Trucking, Long-Distance, Truckload ",48,4841,Transportation,0VG97,USA,ok
,NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",2.124,,,,,Unknown,,,not_found
,UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",1.921,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",33,3314,Manufacturing — Machinery/Electronics/Transport Eq,3CN68,USA,ok
,DDQCLD6FEJJ6,"STANLEY BLACK & DECKER, INC.",1.92,332721,Precision Turned Product Manufacturing ,33,3327,Manufacturing — Machinery/Electronics/Transport Eq,63649,USA,ok
,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",2.995,332912,Fluid Power Valve and Hose Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,53159,USA,ok
,WA9LNGN2DPF4,"BECHTEL NATIONAL, INC.",1.878,,,,,Unknown,,,not_found
,QYLMXH4B2KX8,"BECHTEL NATIONAL, INC.",1.878,,,,,Unknown,,,not_found
,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",4.407,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,53986,USA,ok
,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,8.053,332919,Other Metal Valve and Pipe Fitting Manufacturing ,33,3329,Manufacturing — Machinery/Electronics/Transport Eq,71905,USA,ok
,R2D6XY1EM6J8,SENSARAS,2.929,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",33,3345,Manufacturing — Machinery/Electronics/Transport Eq,6XTK9,USA,ok
