prime_piid,prime_agency_id,prime_referenced_idv_piid,prime_recipient,sub_award_report_id,sub_award_number,amount_type,amount,dollars_basis,sub_action_date,fiscal_year,submitted_date,sub_entity_name,sub_entity_uei,sub_parent_uei,sub_parent_name,sub_description,prime_naics,capability_node,source_system,source_id,extract_run_id,row_hash
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918897,M19377,subaward,18655.7,then_year,2026-01-15,2026,2026-02-03,RADWELL INTERNATIONAL LLC,LUYBVZTT5PS7,,,"INSULATION RESISTANCE MONITOR, 690VAC/1000VDC, AC/DC IT SYSTEMS, BENDER ISO685-D; B91067010
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a9efcb8c5adcf78d
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918891,M19376,subaward,23857.02,then_year,2026-01-15,2026,2026-02-03,NORTH COAST ELECTRIC COMPANY,H5NQK16G91T1,CBYPJKL3G8A4,SOCIETE DE NEGOCE ET DE PARTICIPATION,"Breaker
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,86f0b7bb322b8434
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918888,M19369,subaward,13181.67,then_year,2026-01-15,2026,2026-02-03,CENTARR CORPORATION,UW7ANGMTBF23,UW7ANGMTBF23,CENTARR CORPORATION,"Breaker, Connector, Contact Block, and Enclosure 
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a62fefbe2def4742
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918883,M19358,subaward,46737.8,then_year,2026-01-14,2026,2026-02-03,ALASKAN COPPER COMPANIES INC,ZYXHJHYGTNS8,WYQZDLCJ3PL5,ALCO INVESTMENT CO,"ASTM B221 Flat Bar and Tube
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,ef258035721688a9
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918843,M19357,subaward,10952.06,then_year,2026-01-14,2026,2026-02-03,"BECK ELECTRIC SUPPLY CO, INCORPORATED",K7QTB7LTJRN7,,,"ENCLOSURE, NEMA 4, CARBON STEEL
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,9f452f351cff6aee
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918833,M19352,subaward,195000.0,then_year,2026-01-14,2026,2026-02-03,EVERGREEN ENERGY SERVICES LLC,HVF5YMKWP9M5,HVF5YMKWP9M5,EVERGREEN ENERGY SERVICES LLC,"LRIP 1 Production Phase Support, and Support updating all Electrical related Test plans and documents for LRIP 1
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,d89a5b9ca486a642
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918831,M19344,subaward,40149.0,then_year,2026-01-13,2026,2026-02-03,"WESTFLEX, INC.",YKJTTMK4BMB4,YKJTTMK4BMB4,"WESTFLEX, INC.","Flange Mounting Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,bbe91498cdd7ea8d
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918828,M19341,subaward,14463.23,then_year,2026-01-13,2026,2026-02-03,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Shapes
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f01ed645f415e0cf
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918827,M19325,subaward,40955.0,then_year,2026-01-09,2026,2026-02-03,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Charger Battery
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a7cc50463bfdf1a5
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918823,M19320,subaward,158395.87,then_year,2026-01-09,2026,2026-02-03,"JR MERIT, INC.",GDL7K7FPEC13,,,"Handrails External Production Booklet 
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,1b336c3a07a52b21
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918812,M18680,subaward,729105.85,then_year,2026-01-13,2026,2026-02-03,"JR MERIT, INC.",GDL7K7FPEC13,,,"11731-99820 JR Merit Change Events
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,baeef16955850005
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918808,M18238,subaward,51500.0,then_year,2026-01-20,2026,2026-02-03,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Pilothouse Display Update
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,db609d242ac04f2c
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918661,M17763,subaward,10000.0,then_year,2026-01-05,2026,2026-02-03,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for completion of CMPIC support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,5a896ec1d5022b32
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918656,M17763,subaward,10000.0,then_year,2026-01-05,2026,2026-02-03,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for completion of CMPIC support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3c38feb90548151f
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29918650,M15990,subaward,383545.14,then_year,2026-01-09,2026,2026-02-03,"EBDG, INC.",RKLZWNHGDHP7,RKLZWNHGDHP7,"EBDG, INC.","T&M Line for Updating Production Design Drawings and supporting data to support Army CDRL’s A022/A024
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f1d1fc19cfb60c68
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833237,M19295,subaward,999900.0,then_year,2025-12-29,2026,2026-01-05,FUGUE LAUMAN LLC,LK4FY27S3DV6,,,"FUGUE LAUMAN Electrical Support Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,e62347b4a6c1c1a1
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833236,M19293,subaward,37605.0,then_year,2025-12-29,2026,2026-01-05,"CURATED COMPENSATION, LLC",CEH9XMLAACH4,,,"Fitting Pipe
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a49e02730c9a9997
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833235,M19291,subaward,113742.0,then_year,2025-12-24,2026,2026-01-05,"THE HILLER COMPANIES, LLC",SSD8KRDXKG46,,,"Main engine and generator spaces 2 600lb cylinders with combined 690 lbs of new FM-200 agent 6 108 in3 nitrogen pilot cylinders 4 lever control heads, 
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,2db2713d2a66e3d1
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833234,M19269,subaward,170000.0,then_year,2025-12-19,2026,2026-01-05,MARITIME TECHNOLOGY GROUP INC,KG7ATM3AJ826,,,"Onsite Engineering Support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,4064d81110a15a07
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833233,M19222,subaward,90402.9,then_year,2025-12-16,2026,2026-01-05,"BAYOU METAL SUPPLY & MANUFACTURING, L.L.C.",RLFDUWJKD8Y7,,,"Aluminum Pipes, Tubes, and Angles
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,87999201d2ad21d3
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833231,M19176,subaward,119739.0,then_year,2025-12-04,2026,2026-01-05,MORGAN INDUSTRIAL INC,JZM8J7FA1JN7,G1DQYYJLQ257,OMEGA MORGAN INC,"MSVL Launch Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,03aff53fa0ddae35
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833230,M19173,subaward,40659.84,then_year,2025-12-04,2026,2026-01-05,INDEPENDENT WELDING SUPPLY LLC,K2LJWF244LD6,,,"Weld Wire
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,23f6e44d21f035d4
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833229,M19131,subaward,118293.72,then_year,2025-11-24,2026,2026-01-05,"BAYOU METAL SUPPLY & MANUFACTURING, L.L.C.",RLFDUWJKD8Y7,,,"Aluminum Plates
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,479117880998d452
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833228,M18680,subaward,266329.36,then_year,2025-12-05,2026,2026-01-05,"JR MERIT, INC.",GDL7K7FPEC13,,,"11731-99820 – JR Merit Change Event
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,05805e4cca3c3289
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833227,M18235,subaward,66971.37,then_year,2025-11-21,2026,2026-01-05,"Centek Industries, Inc.",P6RMB3PQK8V8,,,"Exhaust, Modular Muffler and Riser Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,39d83afab7aa14ef
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29833225,M17763,subaward,80387.55,then_year,2025-11-26,2026,2026-01-05,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for Updating Functional Design Drawings and supporting data
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,aa5bc68ca076a98e
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29764124,M17772,subaward,956522.03,then_year,2024-09-20,2024,2025-12-05,AMERICAN BUREAU OF SHIPPING,MMU8RZF8HMH9,MMU8RZF8HMH9,AMERICAN BUREAU OF SHIPPING,"Classification Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,82cc28c99b76683a
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29743182,M18243,subaward,40052.06,then_year,2025-02-26,2025,2025-11-26,"WESTERN INTEGRATED TECHNOLOGIES, INC.",DHG4LHMMFKU4,XKRMZCLZL2K3,"Western Integrated Technologies, LLC",Fitting Hose,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,8056685506d22429
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29743177,M18843,subaward,569714.95,then_year,2025-09-26,2025,2025-11-26,"TELEDYNE FLIR DEFENSE, INC.",G7WGK6L5ES76,,,"Cable Assembly
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,7ce14d7bf5ce6b27
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29743077,M18066,subaward,3628607.0,then_year,2024-12-20,2025,2025-11-26,"SUPREME INTEGRATED TECHNOLOGY, INC.",M8LCUMSL3TQ7,,,Ramp Package,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,df98f93ef487dd36
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29743021,M18075,subaward,47000.0,then_year,2024-12-16,2025,2025-11-26,"Five Point Acquisitions, LLC",RAZ9DVSKLLF4,RAZ9DVSKLLF4,"Five Point Acquisitions, LLC","Fasteners
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,eca0500fdc094cf4
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29743020,M17921,subaward,52662.0,then_year,2024-12-27,2025,2025-11-26,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Plate
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,e48c1c0a50cbfa93
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742978,M18259,subaward,31076.42,then_year,2025-03-24,2025,2025-11-26,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Plate
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,0edf640a1042036d
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742976,M18283,subaward,50000.0,then_year,2025-03-17,2025,2025-11-26,PHILIP M NORRIS CONSULTING,EEP5QNZANT96,,,"Consulting Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,ca9a823fc6d8ce3b
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742933,M18316,subaward,632517.0,then_year,2025-04-02,2025,2025-11-26,PERFORMANCE CONTRACTING INC,H1CYUDQAKXU8,H1CYUDQAKXU8,PERFORMANCE CONTRACTING INC,"Insulation Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a74032056bfa403e
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742932,M18293,subaward,598230.0,then_year,2025-03-21,2025,2025-11-26,PERFORMANCE CONTRACTING INC,H1CYUDQAKXU8,H1CYUDQAKXU8,PERFORMANCE CONTRACTING INC,"Joinery Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,bd3ae8a6897813c4
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742931,M18218,subaward,79096.0,then_year,2025-06-17,2025,2025-11-26,"PEGASUS STEEL, LLC",TZVRTYNM3MN3,,,"Aluminum Plate
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f5471d7af261f414
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742889,M18329,subaward,533989.0,then_year,2025-04-08,2025,2025-11-26,"PACIFIC POWER GROUP, LLC",VCWRFP45TJA9,,,"Engine Gear Repair
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,9fa1a76db451610d
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742887,M18737,subaward,163666.0,then_year,2025-08-27,2025,2025-11-26,"PACIFIC POWER GROUP, LLC",VCWRFP45TJA9,,,"Engineering Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,abb8e57cffae0e15
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742886,M17779,subaward,2718366.77,then_year,2024-09-19,2024,2025-11-26,NORTHROP GRUMMAN SYSTEMS CORPORATION,FLFWQK6517M3,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,"Electronic Equipment for Navigation and Communication Systems as Contractor Furnished Equipment
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,339ad8675e64894b
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742829,M18880,subaward,101987.42,then_year,2025-10-03,2026,2025-11-26,"MOTION AND FLOW CONTROL PRODUCTS, INC",PPSKHNE5N4N3,PPSKHNE5N4N3,"MOTION AND FLOW CONTROL PRODUCTS, INC","Hose Fitting, Flange, and Hydraulics
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,1db3ef99c42d3808
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742825,M18279,subaward,48821.76,then_year,2025-03-13,2025,2025-11-26,LINDE GAS & EQUIPMENT INC.,PBGNFLNFRWB9,PBGNFLNFRWB9,LINDE GAS & EQUIPMENT INC.,"WIRE ALUM 5183 3/64 16# SP
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,8aba97fabf30cc95
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742822,M17457,subaward,914436.1,then_year,2025-07-18,2025,2025-11-26,"JR MERIT, INC.",GDL7K7FPEC13,,,"Fabrication Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,899920cc7c18575c
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742783,M18489,subaward,224824.16,then_year,2025-06-13,2025,2025-11-26,"JR MERIT, INC.",GDL7K7FPEC13,,,"Fabrication Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,79faa010017deb8d
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742767,M18680,subaward,210786.08,then_year,2025-11-05,2026,2025-11-26,"JR MERIT, INC.",GDL7K7FPEC13,,,"Fabrication Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,dfd336642d6b1723
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742765,M17968,subaward,822824.96,then_year,2024-11-06,2025,2025-11-26,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"Ballistic Armor
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,4087c877fd4af912
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742764,M18800,subaward,650731.02,then_year,2025-09-16,2025,2025-11-26,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"Ballistic Armor
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,24731de6239a5878
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742763,M19083,subaward,148743.0,then_year,2025-11-12,2026,2025-11-26,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC","Line bore bow and stern ramp hinges
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,411f1ba63e4f5b72
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742761,M18238,subaward,517770.0,then_year,2025-07-14,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","IECSS System
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,2d49466a2d152724
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742759,M18251,subaward,430150.0,then_year,2025-02-27,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Switchboard
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a42cdf380482f299
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742711,M18239,subaward,86774.0,then_year,2025-02-24,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Condition Based Monitoring System
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,06439fd24ee6af9e
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742709,M18235,subaward,193277.29,then_year,2025-08-12,2025,2025-11-26,"Centek Industries, Inc.",P6RMB3PQK8V8,,,"Exhaust Modular Muffler and Riser Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,b1f633bc677c65b6
W56HZV21F0381,9700,W56HZV17D0086,VIGOR WORKS LLC,29742707,M19059,subaward,47487.1,then_year,2025-11-07,2026,2025-11-26,3M COMPANY,YLQMY5SGNE55,,,"SCBA, PACK ASSEMBLY W/ VALVE, USE WITH CARBON FIBER TANK, 45 MIN, 4500 PSI,  NSN 4240-01-602-0608",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f65ecf06527626bd
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264877,M20007,subaward,49748.82,then_year,2026-05-12,2026,2026-06-09,FISHERIES SUPPLY CO,SL3AJ3MB5MN6,SL3AJ3MB5MN6,FISHERIES SUPPLY CO,"STRAINER, RAW WATER, SIMPLEX, SELF-CLEANING, BRONZE BODY, MONEL BASKET, .077 SCREEN, 6.000 FLANGE (MIL-F-20042-CLASS 100/150) x 6.000 FLANGE (MIL-F-20042-CLASS 100/150), 115VAC, GROCO AHSEF-6001 115V
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,33d9ecac56f38b66
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264876,M20017,subaward,57077.5,then_year,2026-05-13,2026,2026-06-09,"W. & O. SUPPLY, INC.",RJSHP4TKENG3,,,"ACTUATOR, VALVE, ELECTRIC, MULTI TURN,  440-480 VAC, SILICON BRONZE BODY, 8.000 WHEEL, OUTPUT SPEED 24 RPM, FOR 2.000 - 6.000 GATE VALVE, DISCRETE I/O, PER MIL-M-17059
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,c2b4054efcc60caf
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264875,M20070,subaward,133549.0,then_year,2026-05-21,2026,2026-06-09,MORGAN INDUSTRIAL INC,JZM8J7FA1JN7,G1DQYYJLQ257,OMEGA MORGAN INC,"""Omega Morgan Quote 5650-26: MSVL Airbag Launch Vancouver, WA (374K) - 2027 / 2028. 

SCOPE OF WORK:
Mobilize crew and equipment to Vigor Vancouver, WA
Vigor to load onto their SPMT
- 1 x MSVL 120’L x 27’W @ 374,786 lbs
Vigor to transport cargo to boat ramp
Set on cribbing, remove SPMT and jack down",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,95adb544b2045f1b
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264873,M20073,subaward,44036.36,then_year,2026-05-21,2026,2026-06-09,"US Watermaker, Inc.",HV5PCLHMLGB5,HV5PCLHMLGB5,"US Watermaker, Inc.","WATERMAKER, 1500 GPD, 460 VAC, 60 Hz, 3 PHASE, US WATERMAKER WORKBOAT 3
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3bbe7d2da5aaec12
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264871,M20079,subaward,44619.0,then_year,2026-05-21,2026,2026-06-09,NORTH COAST ELECTRIC COMPANY,H5NQK16G91T1,CBYPJKL3G8A4,SOCIETE DE NEGOCE ET DE PARTICIPATION,"CABLE, ANNEALED COPPER, 2 CONDUCTOR, 1/0 AWG, LOW SMOKE, 1kV, M24643/15-08UN, LSDSGU-100
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,418851a3fa6128be
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264870,M20058,subaward,1161880.01,then_year,2026-05-20,2026,2026-06-09,MARINE JET POWER INC,DV4GC4LJ1AW3,DV4GC4LJ1AW3,MARINE JET POWER INC,"JET, PACKAGE, HYDRAULIC SYSTEM, MARINE JET POWER, PER MJP 4113-10847",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,7121a6042fb5c888
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30264869,M20090,subaward,59775.0,then_year,2026-05-26,2026,2026-06-09,"PECK & HALE, LLC",DLZPMEMDC574,DLZPMEMDC574,"PECK & HALE, LLC","DECK SOCKET, CLOVERLEAF, FLUSH, PECK & HALE F518A-2, 13mm CHAMFER @30 DEGREES
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,ade10e58216f3e7e
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30186510,M17763,subaward,91606.29,then_year,2026-05-01,2026,2026-05-12,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line to Revise production drawings in support of ABS comments and changes to electrical plant design, support engineering meetings and ABS correspondence.
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,bf72ff7481cc5cca
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,30084672,M19269,subaward,88200.0,then_year,2026-03-31,2026,2026-04-07,MARITIME TECHNOLOGY GROUP INC,KG7ATM3AJ826,,,"Maritime Technology Group, Inc. (MTG) - Redline Assessment
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,ccc6288deb1fd3b1
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29994778,M19539,subaward,594372.02,then_year,2026-02-17,2026,2026-03-02,"BAYOU METAL SUPPLY & MANUFACTURING, L.L.C.",RLFDUWJKD8Y7,,,"Aluminum Plates
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,7cbc8f87c44a2cfd
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29994776,M19500,subaward,832181.61,then_year,2026-02-06,2026,2026-03-02,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"BALLISTIC ARMOR, OPAQUE
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,8ef16a2d6bbaa7f4
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29994774,M19497,subaward,677041.6,then_year,2026-02-06,2026,2026-03-02,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"BALISTIC ARMOR, TRANSPARENT,
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,8999defa3199c2fd
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29994773,M19554,subaward,668832.95,then_year,2026-02-20,2026,2026-03-02,"TELEDYNE FLIR DEFENSE, INC.",G7WGK6L5ES76,,,"Cable Assembly and Electronics
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,47776c1fe7b4a0da
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29919475,M18271,subaward,3739421.0,then_year,2025-03-07,2025,2026-02-03,"PACIFIC POWER GROUP, LLC",VCWRFP45TJA9,,,"MTU Engines
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3e2da792a485facf
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29919248,M19439,subaward,278399.66,then_year,2026-01-28,2026,2026-02-03,"Centek Industries, Inc.",P6RMB3PQK8V8,,,"Exaust Modular Muffler and Exhaust Riser Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a135a5be6447a450
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29919238,M17763,subaward,10000.0,then_year,2026-01-05,2026,2026-02-03,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for completion of CMPIC support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,1af5268bfbbbe5e7
