Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",20958180,a621f594-fcba-11ef-8e2a-e7034f2d18cd,1000001874,2021-02-09,2021-05-31,173667.0,SEE TEXT,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2021-05-25,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,CLYS REALIGNMENT OF EFFORT BETWEEN CLINS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,HG5LNJAG4LU8,,20958116,a6214e3c-fcba-11ef-8e2a-e7034f2d18cd,1000055031,2021-03-23,2025-03-04,52668.0,See Below,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,647513; 1841143; 583189; 600093; 692693,Jay  McFadyen; George  Whittier; Charles  Fererr; Timothy  Oswald; Michael  Clark,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958105,a621319a-fcba-11ef-8e2a-e7034f2d18cd,1000007657,2021-05-05,2022-03-29,38468.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,299129; 698799; 466869; 330565; 378633,Michael  Johnston; Bradley  Sterner; Charles  Ferrer; Peter  Bellin; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958103,a6212cae-fcba-11ef-8e2a-e7034f2d18cd,1000011003,2021-06-25,2022-03-29,32314.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,466869; 698799; 330565; 378633; 299129,Charles  Ferrer; Bradley  Sterner; Peter  Bellin; David  Bala; Michael  Johnston,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958129,a6216f48-fcba-11ef-8e2a-e7034f2d18cd,1000011328,2021-06-30,2022-03-29,60968.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 698799; 330565; 299129; 466869,David  Bala; Bradley  Sterner; Peter  Bellin; Michael  Johnston; Charles  Ferrer,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958110,a6213e88-fcba-11ef-8e2a-e7034f2d18cd,1000011340,2021-07-01,2022-03-29,44555.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,299129; 698799; 466869; 330565; 378633,Michael  Johnston; Bradley  Sterner; Charles  Ferrer; Peter  Bellin; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958163,a621c8c6-fcba-11ef-8e2a-e7034f2d18cd,1000010920,2021-07-02,2022-03-29,131434.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,698799; 299129; 330565; 378633; 466869,Bradley  Sterner; Michael  Johnston; Peter  Bellin; David  Bala; Charles  Ferrer,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958146,a6219b6c-fcba-11ef-8e2a-e7034f2d18cd,1000011334,2021-07-02,2022-03-29,87683.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 698799; 299129; 330565; 466869,David  Bala; Bradley  Sterner; Michael  Johnston; Peter  Bellin; Charles  Ferrer,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958159,a621be30-fcba-11ef-8e2a-e7034f2d18cd,1000012590,2021-07-19,2022-03-30,116870.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 466869; 299129; 698799; 330565,David  Bala; Charles  Ferrer; Michael  Johnston; Bradley  Sterner; Peter  Bellin,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-30,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,FUNDING,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958088,a621042c-fcba-11ef-8e2a-e7034f2d18cd,PPE120=053,2021-08-27,2022-03-31,15865.0,See Below,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 378633; 698799; 466869; 299129,Peter  Bellin; David  Bala; Bradley  Sterner; Charles  Ferrer; Michael  Johnston,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-30,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,FUNDING,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958186,a6220566-fcba-11ef-8e2a-e7034f2d18cd,1000015869,2021-09-30,2022-03-31,204376.0,See Below,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,698799; 299129; 466869; 330565; 378633,Bradley  Sterner; Michael  Johnston; Charles  Ferrer; Peter  Bellin; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-30,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,FUNDING,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958150,a621a5bc-fcba-11ef-8e2a-e7034f2d18cd,1000016686,2021-10-29,2022-03-31,97828.0,See Complete Description,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,698799; 466869; 299129; 330565; 378633,Bradley  Sterner; Charles  Ferrer; Michael  Johnston; Peter  Bellin; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-30,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,FUNDING,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958087,a621017a-fcba-11ef-8e2a-e7034f2d18cd,PPF141=025,2021-10-29,2022-04-01,-112500.0,See Complete Description,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 698799; 466869; 299129; 330565,David  Bala; Bradley  Sterner; Charles  Ferrer; Michael  Johnston; Peter  Bellin,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958093,a621125a-fcba-11ef-8e2a-e7034f2d18cd,1000021177,2021-12-03,2022-04-01,26470.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,299129; 698799; 378633; 330565; 466869,Michael  Johnston; Bradley  Sterner; David  Bala; Peter  Bellin; Charles  Ferrer,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958204,a6223432-fcba-11ef-8e2a-e7034f2d18cd,1000022494,2021-12-21,2022-04-01,346500.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,299129; 466869; 378633; 330565; 698799,Michael  Johnston; Charles  Ferrer; David  Bala; Peter  Bellin; Bradley  Sterner,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958165,a621cd94-fcba-11ef-8e2a-e7034f2d18cd,1000022482,2021-12-21,2022-04-01,133900.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,466869; 330565; 299129; 698799; 378633,Charles  Ferrer; Peter  Bellin; Michael  Johnston; Bradley  Sterner; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958162,a621c65a-fcba-11ef-8e2a-e7034f2d18cd,1000021812,2021-12-21,2022-04-01,129560.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 698799; 466869; 330565; 299129,David  Bala; Bradley  Sterner; Charles  Ferrer; Peter  Bellin; Michael  Johnston,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958134,a6217cae-fcba-11ef-8e2a-e7034f2d18cd,1000022502,2021-12-21,2022-04-01,68742.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 299129; 378633; 466869; 698799,Peter  Bellin; Michael  Johnston; David  Bala; Charles  Ferrer; Bradley  Sterner,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958089,a62106b6-fcba-11ef-8e2a-e7034f2d18cd,1000021136,2021-12-21,2022-04-01,25774.0,See Full Text,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 378633; 466869; 299129; 698799,Peter  Bellin; David  Bala; Charles  Ferrer; Michael  Johnston; Bradley  Sterner,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958212,a6224904-fcba-11ef-8e2a-e7034f2d18cd,1000023697,2022-01-21,2022-03-27,463631.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 698799; 330565; 299129; 466869,David  Bala; Bradley  Sterner; Peter  Bellin; Michael  Johnston; Charles  Ferrer,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958190,a6220fca-fcba-11ef-8e2a-e7034f2d18cd,1000022667,2022-01-21,2022-03-27,218000.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 378633; 466869; 299129; 698799,Peter  Bellin; David  Bala; Charles  Ferrer; Michael  Johnston; Bradley  Sterner,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958160,a621c09c-fcba-11ef-8e2a-e7034f2d18cd,1000022834,2022-01-21,2022-03-27,124809.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,378633; 330565; 698799; 466869; 299129,David  Bala; Peter  Bellin; Bradley  Sterner; Charles  Ferrer; Michael  Johnston,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958140,a6218ba4-fcba-11ef-8e2a-e7034f2d18cd,1000023875,2022-01-21,2022-03-27,79738.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,299129; 466869; 330565; 378633; 698799,Michael  Johnston; Charles  Ferrer; Peter  Bellin; David  Bala; Bradley  Sterner,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958135,a6217f6a-fcba-11ef-8e2a-e7034f2d18cd,1000023018,2022-01-21,2022-03-27,68967.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 698799; 378633; 466869; 299129,Peter  Bellin; Bradley  Sterner; David  Bala; Charles  Ferrer; Michael  Johnston,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958094,a62114d0-fcba-11ef-8e2a-e7034f2d18cd,1000023805,2022-01-21,2022-03-27,27758.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,466869; 378633; 299129; 698799; 330565,Charles  Ferrer; David  Bala; Michael  Johnston; Bradley  Sterner; Peter  Bellin,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",ELECTRIC BOAT CORPORATION,MENSE2ENG8J6,Arcline Investment Management LP,20958161,a621c380-fcba-11ef-8e2a-e7034f2d18cd,1000024081,2022-01-26,2022-03-27,127881.0,SEE COMPLETE DESCRIPTION,1913 E STATE ST,,salem,06,OH,Ohio,USA,United States,444602422,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,330565; 299129; 698799; 466869; 378633,Peter  Bellin; Michael  Johnston; Bradley  Sterner; Charles  Ferrer; David  Bala,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
