action_date,war_gov_id,source_url,piid,in_scope_ddg_piid,amount_usd,prime,prime_location,expected_completion,pop_biw_site_pct,pop_ingalls_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_ddg_new_construction_tam,program_refined,ddg_relevance
2024-05-06,3766435,https://www.defense.gov/News/Contracts/Contract/Article/3766435/  (via web.archive.org),N00024-20-C-5211,no,15070605,L3 Adaptive Methods,"Centreville, Virginia",May 2025,0.0,0.0,100.0,0.0,"Work will be performed in Keyport, Washington 30% | Centreville, Virginia 25% | Rockville, Maryland 15% | Manassas, Virginia 10% | Herndon, Virginia 5% | Newport, Rhode Island 5% | Dahlgren, Virginia 5% | Austin, Texas 1% | Honolulu, Hawaii 1% | Moorestown, New Jersey 1% | Fairfax, Virginia 1% | Laurel, Maryland 1%","L3 Adaptive Methods, Centreville, Virginia, is awarded a $15,070,605 cost-plus-fixed-fee and cost-only modification to a previously awarded contract (N00024-20-C-5211) to exercise an option for program management, systems engineering, software development, risk management, algorithm and software prototype development, configuration management, and information assurance. Work will be performed in Keyport, Washington (30%); Centreville, Virginia (25%); Rockville, Maryland (15%); Manassas, Virginia (10%); Herndon, Virginia (5%); Newport, Rhode Island (5%); Dahlgren, Virginia (5%); Austin, Texas (1%); Honolulu, Hawaii (1%); Moorestown, New Jersey (1%); Fairfax, Virginia (1%); and Laurel, Maryland (1%), and is expected to be completed by May 2025. Fiscal 2024 research, development, test, and evaluation (Navy) funding in the amount of $776,052 (37%); fiscal 2024 operations and maintenance (Navy) funding in the amount of $582,368 (28%); fiscal 2024 other procurement (Navy) funding in the amount of $488,159 (24%); and fiscal 2023 research, development, test, and evaluation (Navy) funding in the amount of $ 221,635 (11%), will be obligated at time of award and funds in the amount of $804,003 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-05-06,3766435,https://www.defense.gov/News/Contracts/Contract/Article/3766435/  (via web.archive.org),,no,27555755,,,,0.0,0.0,0.0,0.0,,"DEFENSE LOGISTICS AGENCY JetCo Packaging Solutions LLC,* Grand Rapids, Michigan (SP3300-24-D-0007); Ponderosa Packaging Corp.,* Melville, New York (SP3300-24-D-0008); and Mil-Spec Packaging of GA Inc.,* Macon, Georgia (SP3300-24-D-0009), are sharing a maximum $27,555,755 firm-fixed-price, indefinite-delivery/indefinite-quantity contract under solicitation SP3300-24-R-0001 for fiberboard boxes and sheet material. This was a competitive acquisition with six responses received. These are five-year contracts with no option periods. The performance completion date is May 5, 2029. Using customer is Defense Logistics Agency. Type of appropriation is fiscal 2024 through 2029 defense working capital funds. The contracting activity is the Defense Logistics Agency Distribution, New Cumberland, Pennsylvania. Kearfott Corp., Black Mountain, North Carolina, has been awarded a maximum $12,246,000 firm-fixed-price, indefinite-delivery/indefinite-quantity contract for Abrams vehicle circuit card assembly units. This was a sole-source acquisition using justification 10 U.S. Code 2304 (c)(1), as stated in Federal Acquisition Regulation 6.302-1. This is a three-year contract with no option periods. The ordering period end date is May 6, 2027. Using military service is Army. Type of appropriation is fiscal 2024 through 2027 Army working capital funds. The contracting activity is the Defense Logistics Agency Land and Maritime, Warren, Michigan (SPRDL1-24-D-0020). CORRECTION: The contract announced on May 2, 2024, for Konecranes Inc., Springfield, Ohio (SPRDL1-24-F-0097) for $12,253,992 was announced with an incorrect award date. The correct award date is May 3, 2024. MISSILE DEFENSE AGENCY Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is being awarded a firm-fixed-price contract modification under a Foreign Military Sales (FMS) case to the Japan Ministry of Defense. The contract modification P00042 to contract HQ085121C0001 has an estimated value of $26,116,563. The total value of the contract is increased from $946,690,958 to $972,807,521. Under this contract modification, the contractor will provide continued support of hardware integration and test in support of the Aegis System Equipped Vessel program. The work will be performed in Moorestown, New Jersey. The performance period is from May 6, 2024, through July 26, 2026. FMS funds in the amount of $26,116,563 will be used to fund this effort. The Missile Defense Agency, Dahlgren, Virginia, is the contracting activity (HQ085121C0001).",unknown,,component_procurement,fms,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2024-05-08,3769071,https://www.defense.gov/News/Contracts/Contract/Article/3769071/  (via web.archive.org),N00024-21-C-4311,no,7751287,General Dynamics Electric Boat,"Groton, Connecticut",May 2025,0.0,0.0,100.0,0.0,"Groton, Connecticut 100% [parsed from single-site]","General Dynamics Electric Boat, Groton, Connecticut, is awarded a $7,751,287 cost-plus-fixed-fee modification to previously awarded contract (N00024-21-C-4311) to exercise an option for the continued operation, maintenance, and protection of the government-owned, contractor-operated floating dry dock, Shippingport (ARDM-4). Work will be performed in Groton, Connecticut, and is expected to be completed by May 2025. Fiscal 2024 operations and maintenance (Navy) funds in the amount of $7,751,287 will be obligated at time of award and will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,other,,,no,non_ddg,no
2024-05-13,3773612,https://www.defense.gov/News/Contracts/Contract/Article/3773612/  (via web.archive.org),N00024-17-C-4109,yes,23802296,DRS Laurel Technologies,"Johnstown, Pennsylvania",,0.0,0.0,100.0,0.0,"Johnstown, Pennsylvania 100% [parsed from single-site]","DRS Laurel Technologies, Johnstown, Pennsylvania, is awarded a $23,802,296 firm-fixed-price modification to a previously awarded contract (N00024-17-C-4109) to exercise options for Gigabit Ethernet Data Multiplexing System production shipsets in support of DDG 51 New Construction, land-based test sites for Foreign Military Sales (FMS) Royal Australian Navy and the Canadian Surface Combatant programs, and input output modules in support of planned software upgrades to core 2022; a software and firmware update that addresses system bugs and resolves numerous cybersecurity issues. Work will be performed in Johnstown, Pennsylvania, and is anticipated to be completed by August 2025. Fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $16,426,770 (69%); FMS funds in the amount of $4,752,610 (20%); fiscal 2013 shipbuilding and conversion (Navy) funds in the amount of $2,090,434 (9%); fiscal 2024 other procurement, (Navy) funds in the amount of $301,708 (1%); and fiscal 2020 shipbuilding and conversion (Navy) funds in the amount of $230,774 (1%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington Navy Yard, D.C., is the contracting activity.",ddg51,ddg51,construction,construction;fms,Y,yes,ddg51,yes_new_construction
2024-05-17,3779333,https://www.defense.gov/News/Contracts/Contract/Article/3779333/  (via web.archive.org),N00024-20-C-6117,no,70407671,Lockheed Martin Rotary and Mission Systems,"Manassas, Virginia",December 2029,0.0,0.0,100.0,0.0,"Navy equipment. Work will be performed in Manassas, Virginia 65% | Clearwater, Florida 32% | Syracuse, New York 2% | Marion, Florida 1%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, is awarded a $70,407,671 cost-plus-incentive-fee modification to a previously awarded contract (N00024-20-C-6117) to exercise options for Navy equipment. Work will be performed in Manassas, Virginia (65%); Clearwater, Florida (32%); Syracuse, New York (2%); and Marion, Florida (1%), and is expected to be completed by December 2029. Fiscal 2024 other procurement (Navy) funds in the amount of $70,407,671 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2024-05-20,3782001,https://www.defense.gov/News/Contracts/Contract/Article/3782001/  (via web.archive.org),N00024-20-C-4315,no,17775259,Oceaneering International Inc.,"Hanover, Maryland",September 2024,0.0,0.0,100.0,0.0,"San Diego, California 100% [parsed from single-site]","Oceaneering International Inc., Hanover, Maryland, is awarded a $17,775,259 cost-plus-fixed-fee modification to a previously awarded contract (N00024-20-C-4315) for continued support of the Navy&#39;s domestic and international submarine rescue program, Submarine Rescue Operations Maintenance Contractor. Work will be performed in San Diego, California, and is expected to be completed by September 2024. Fiscal 2024 operations and maintenance (Navy) funds in the amount of $5,256,607 will be obligated at the time of award, and funds in the amount of $5,256,607 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,other,,,no,non_ddg,no
2024-05-22,3784751,https://www.defense.gov/News/Contracts/Contract/Article/3784751/  (via web.archive.org),N00024-19-C-6407,no,33405737,General Dynamics Mission Systems,"Fairfax, Virginia",July 2025,0.0,0.0,100.0,0.0,"Fairfax, Virginia 100% [parsed from single-site]","General Dynamics Mission Systems, Fairfax, Virginia, is awarded a $33,405,737 cost-plus-fixed-fee and cost modification to previously awarded contract (N00024-19-C-6407) to exercise options to provide BYG-1 Tactical Control System engineering support. Work will be performed in Fairfax, Virginia, and is expected to be completed by July 2025. Fiscal 2024 research, development, test and evaluation (Navy) funds in the amount of $6,595,260 (48%); fiscal 2024 other procurement (Navy) funds in the amount of $6,210,000 (46%); Year 15 Royal Australian Navy Unique funds in the amount of $603,993 (4%); and fiscal 2024 Australia, United Kingdom, United States funds in the amount of $218,000 (2%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,engineering,engineering,,no,non_ddg,no
2024-05-23,3786556,https://www.defense.gov/News/Contracts/Contract/Article/3786556/  (via web.archive.org),N00024-20-C-2300,no,1044529113,Marinette Marine Corp.,"Marinette, Wisconsin",April 2030,0.0,0.0,100.0,0.0,"Work will be performed in Marinette, Wisconsin 51% | Camden, New Jersey 17% | Chicago, Illinois 7% | Green Bay, Wisconsin 4% | Pittsburgh, Pennsylvania 3% | Hauppauge, New York 3% | Sturgeon Bay, Wisconsin 3% | Cincinnati, Ohio 3% | Kaukauna, Wisconsin 2% | Charlotte, North Carolina 2% | Bethesda, Maryland 2% | Millersville, Maryland 2% | Atlanta, Georgia 1%","Marinette Marine Corp., Marinette, Wisconsin, is awarded a $1,044,529,113 fixed-price incentive (firm-target) modification to previously awarded contract (N00024-20-C-2300) to exercise options for detail design and construction of two Constellation-class guided-missile frigates, FFG 66 and FFG 67. Work will be performed in Marinette, Wisconsin (51%); Camden, New Jersey (17%); Chicago, Illinois (7%); Green Bay, Wisconsin (4%); Pittsburgh, Pennsylvania (3%); Hauppauge, New York (3%); Sturgeon Bay, Wisconsin (3%); Cincinnati, Ohio (3%); Kaukauna, Wisconsin (2%); Charlotte, North Carolina (2%); Bethesda, Maryland (2%); Millersville, Maryland (2%); and Atlanta, Georgia (1%), and is expected to be completed by April 2030. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $1,044,529,113 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",surface_other,surface_other,design,design,,no,non_ddg,no
2024-05-24,3787731,https://www.defense.gov/News/Contracts/Contract/Article/3787731/  (via web.archive.org),N00024-22-C-6419,no,143330865,Science Application International Corp.,"Reston, Virginia",July 2027,0.0,0.0,100.0,0.0,"Foreign Military Sales program. Work will be performed in Bedford, Indiana 80% | Middletown, Rhode Island 20%","Science Application International Corp., Reston, Virginia, is awarded a $143,330,865 firm-fixed-price, cost-plus-fixed-fee, and cost modification to previously awarded contract (N00024-22-C-6419) for the production, spares, production support material, engineering support, and hardware repair of components for MK 48 Heavyweight Torpedo All Up Round in support of the MK 48 MOD 7 Heavyweight Torpedo program. This contract combines purchases to support the Navy, the Royal Australian Navy, and the Foreign Military Sales program. Work will be performed in Bedford, Indiana (80%); and Middletown, Rhode Island (20%), and is expected to be completed by July 2027. Multiple lines of funding totaling $141,543,379 to include fiscal 2024 weapons procurement (Navy) funds in the amount of $101,894,602 (72%); fiscal 2023 weapons procurement (Navy) funds in the amount of $10,832,118 (8%); and Foreign Partner Funds in the amount of $28,816,659 (20%), will be obligated at the time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,fms,fms;engineering,Y,no,non_ddg,no
2024-05-24,3787731,https://www.defense.gov/News/Contracts/Contract/Article/3787731/  (via web.archive.org),N00024-18-C-2300,no,22735844,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",March 2025,0.0,0.0,100.0,0.0,"Marinette, Wisconsin 100% [parsed from single-site]","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $22,735,844 cost-plus-fixed-fee and cost-only modification to previously awarded contract (N00024-18-C-2300) to exercise an option for industrial post-delivery availability support for the Freedom-variant Littoral Combat Ship USS Cleveland (LCS 31). Work will be performed in Marinette, Wisconsin, and is expected to be completed by March 2025. Fiscal 2024 shipbuilding and conversion (Navy) post-delivery funds in the amount of $1,500,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",lcs,lcs,sustainment_maintenance,sustainment_maintenance,,no,non_ddg,no
2024-05-24,3787731,https://www.defense.gov/News/Contracts/Contract/Article/3787731/  (via web.archive.org),,no,13004009,,,May 2025,0.0,0.0,100.0,0.0,"Work will be performed in Haddonfield, New Jersey 81% | Philadelphia, Pennsylvania 19%","Green Expert Technology, Inc.,* Haddonfield, New Jersey, is awarded a $13,004,009 cost-plus-fixed fee task order for cybersecurity support for Arleigh Burke-class integrated bridge control systems. This task order includes options which, if exercised, would bring the cumulative value of this task order to $67,669,637. Work will be performed in Haddonfield, New Jersey (81%); and Philadelphia, Pennsylvania (19%), and is expected to be completed by May 2025. If all options are exercised, work will continue through May 2029. Fiscal 2024 other procurement (Navy) funds in the amount of $9,883,047 (76%); fiscal 2024 operations and maintenance (Navy) funds in the amount of $2,080,641 (16%), and fiscal 2024 shipbuilding and conversion (Navy) $1,040,321 (8%) will be obligated at time of award, of which $2,080,641 will expire at the end of the current fiscal year. This task order was competitively procured via the Navy SeaPort, with one offer received. The Naval Surface Warfare Center Philadelphia Division, Philadelphia, Pennsylvania, is the contracting activity (N0017819D7732, N6449824F3062).",ddg51,ddg51,other,,,no,ddg51,yes_new_construction
2024-05-28,3789068,https://www.defense.gov/News/Contracts/Contract/Article/3789068/  (via web.archive.org),N00024-22-C-5231,no,31586005,Leidos Inc.,"Reston, Virginia",May 2025,3.0,3.0,94.0,0.0,"Undersea Warfare combat systems. Work will be performed in Chesapeake, Virginia 42% | San Diego, California 31% | Seattle, Washington 8% | Mayport, Florida 7% | Yokosuka, Japan 6% | Bath, Maine 3% | Pascagoula, Mississippi 3%","Leidos Inc., Reston, Virginia, is awarded a $31,586,005 cost-plus fixed-fee, firm-fixed-price, and cost only modification to a previously awarded contract (N00024-22-C-5231) to exercise the option for integrated logistic support, fleet maintenance support, and lifecycle sustainment of the Navy&#39;s AN/SQQ-89 surface ship Undersea Warfare combat systems. Work will be performed in Chesapeake, Virginia (42%); San Diego, California (31%); Seattle, Washington (8%); Mayport, Florida (7%); Yokosuka, Japan (6%); Bath, Maine (3%); and Pascagoula, Mississippi (3%), and is expected to be completed by May 2025. Fiscal 2023 shipbuilding and conversion, Navy funding in the amount of $4,373,718 (31%); fiscal 2022 shipbuilding and conversion, Navy funding in the amount of $4,258,317 (30%); fiscal 2024 operations and maintenance, Navy funding in the amount of $1,157,750 (8%); fiscal 2024 shipbuilding and conversion, Navy funding in the amount of $1,116,196 (8%); fiscal 2023 other procurement, Navy funding in the amount of $1,018,917 (7%); Foreign Military Sales, Japan Case funding in the amount of $655,000 (5%); fiscal 2022 other procurement, Navy funding in the amount of $650,864 (5%); fiscal 2024 other procurement, Navy funding in the amount of $649,908 (4%); Foreign Military Sales, Australia Case funding in the amount of $120,000 (1%); and fiscal 2020 shipbuilding and conversion, Navy funding in the amount of $77,000 (1%), will be obligated at time of award and $1,808,614 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,sustainment_maintenance,sustainment_maintenance;fms,Y,no,non_ddg,no
2024-05-30,3791872,https://www.defense.gov/News/Contracts/Contract/Article/3791872/  (via web.archive.org),N00024-23-C-2203,no,516481569,Austal USA,"Mobile, Alabama",May 2028,0.0,0.0,90.0,0.0,"Class. Work will be performed in Mobile, Alabama 42% | Houma, Louisiana 13% | Camden, New Jersey 13% | Shelton, Connecticut 6% | Cincinnati, Ohio 5% | Grove City, Pennsylvania 3% | Semmes, Alabama 3% | Chesapeake, Virginia 2% | Milford, Delaware 2% | New Orleans, Louisiana 1%","Austal USA, Mobile, Alabama, is awarded a $516,481,569 fixed-price incentive (firm-target) contract modification to a previously awarded contract (N00024-23-C-2203) to exercise an option for ordering long lead time material, continue/complete detail design and Construction of the Lead Ship of the T-AGOS 25 Class. Work will be performed in Mobile, Alabama (42%); Houma, Louisiana (13%); Camden, New Jersey (13%); Shelton, Connecticut (6%); Cincinnati, Ohio (5%); Grove City, Pennsylvania (3%); Semmes, Alabama (3%); Chesapeake, Virginia (2%); Milford, Delaware (2%); New Orleans, Louisiana (1%); and various locations across the U.S., each less than 1% (10%), and is expected to be completed by May 2028. Fiscal 2024 Shipbuilding and Conversion, Navy funds in the amount of $516,481,569 will be obligated at time of award and will not expire through the delivery date of T-AGOS 25. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-2203).",unknown,,construction,lltm_early_mfg;construction;design,Y,no,non_ddg,no
2024-05-30,3791872,https://www.defense.gov/News/Contracts/Contract/Article/3791872/  (via web.archive.org),N00024-23-C-2103,no,191209223,Systems Planning & Analysis,"Alexandria, Virginia",March 2028,0.0,0.0,0.0,0.0,,"Systems Planning & Analysis, Alexandria, Virginia, is awarded a $191,209,223 cost-plus-fixed-fee modification to previously awarded contract (N00024-23-C-2103) for program support, Foreign Military Sales administrative requirements, and travel/other direct costs. Work will primarily be performed in Alexandria, Virginia; and Washington, D.C., and is expected to be completed by March 2028. Fiscal 2024 operations and maintenance (Navy) and foreign partner funds in the amount of $7,150,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-2103).",unknown,,fms,fms,,no,non_ddg,no
2024-05-30,3791872,https://www.defense.gov/News/Contracts/Contract/Article/3791872/  (via web.archive.org),,no,18000000,General Electric (GE),"Cincinnati, Ohio",May 2025,0.0,0.0,100.0,0.0,"the contractor's facility located in Erlanger, Kentucky 100% [parsed from single-site]","General Electric (GE), Cincinnati, Ohio, is awarded an $18,000,000 firm-fixed-price delivery order for the procurement of five LM2500 SST Hot Section Kits, P/N 738L551G03. Work will be performed at the contractor's facility located in Erlanger, Kentucky, and is expected to be completed by May 2025. Fiscal 2024 operation and maintenance (Navy) funds for $14,400,000; and Navy working capital funds in the amount of $3,600,000, will be obligated at time of award. This order was not competitively procured in accordance with 10 U.S. Code 3204(a)(1) (only one responsible source and no other supplies or services will satisfy agency requirements). The Naval Surface Warfare Center, Philadelphia Division, Philadelphia, Pennsylvania, is the contracting activity (N64498-24-G-4000_N64498-24-F-5056).",ddg_gfe_propulsion,ddg_gfe_propulsion,component_procurement,,,yes,ddg_gfe_propulsion,yes_supplier_or_gfe
2024-05-31,3793219,https://www.defense.gov/News/Contracts/Contract/Article/3793219/  (via web.archive.org),N00024-23-C-5123,no,44896319,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",December 2030,0.0,0.0,100.0,0.0,"This contract involves FMS to several countries. Work will be performed in Moorestown, New Jersey 96% | Dahlgren, Virginia 4%","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $44,896,319 cost-plus-incentive-fee modification to previously awarded contract (N00024-23-C-5123) for in-service AEGIS Foreign Military Sales (FMS) combat system baseline sustainment. This contract involves FMS to several countries. Work will be performed in Moorestown, New Jersey (96%); and Dahlgren, Virginia (4%), and is expected to be completed by December 2030. FMS (Japan) funding in the amount of $24,800,000 (75%); FMS (Korea) funding in the amount of $7,733,596 (24%); and FMS (Spain) funding in the amount of $183,806 (1%), will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-23-C-5123).",unknown,,component_procurement,sustainment_maintenance;fms,Y,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2024-05-31,3793219,https://www.defense.gov/News/Contracts/Contract/Article/3793219/  (via web.archive.org),N00024-23-C-5408,no,27041956,Raytheon Co.,"Tucson, Arizona",September 2025,0.0,0.0,85.0,0.0,"Standard Missile depot and intermediate level repair and maintenance. Work will be performed in Tucson, Arizona 50% | Middletown, Connecticut 13% | East Camden, Arkansas 6% | Joplin, Missouri 5% | Chandler, Arizona 3% | West Midlands, England 3% | Anaheim, California 2% | Peabody, Massachusetts 1% | Fort Worth, Texas 1% | Camden, Arkansas 1%","Raytheon Co., Tucson, Arizona, is awarded a $27,041,956 cost-plus-fixed-fee modification to previously awarded contract (N00024-23-C-5408) to exercise options for Standard Missile depot and intermediate level repair and maintenance. Work will be performed in Tucson, Arizona (50%); Middletown, Connecticut (13%); East Camden, Arkansas (6%); Joplin, Missouri (5%); Chandler, Arizona (3%); Wolverhampton, West Midlands, England (3%); Anaheim, California (2%); Peabody, Massachusetts (1%); Fort Worth, Texas (1%); Camden, Arkansas (1%); and various locations across the U.S., each less than 1% (15%), and is expected to be completed by September 2025. Fiscal 2024 operations and maintenance (Navy) funds in the amount of $6,755,000 will be obligated at time of award and will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1) (only one responsible source and no other supplies or services will satisfy agency requirements). The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,other,,,no,ddg_gfe_weapons,borderline
2024-06-03,3795070,https://www.defense.gov/News/Contracts/Contract/Article/3795070/  (via web.archive.org),,no,,,,,0.0,0.0,100.0,0.0,"Moorestown, New Jersey 100% [parsed from single-site]","MISSILE DEFENSE AGENCY Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is being awarded a sole-source, firm-fixed-price contract modification (P00105) under Aegis Ballistic Missile Defense (BMD) weapon systems contract HQ085121C0002. The total value of this contract modification is $8,378,941. This modification establishes subline items 0040BR 0040DM for procurement of materials in support of BMD 4.1.3 development and integration efforts. The work will be performed in Moorestown, New Jersey, with an expected delivery date of June 1, 2025. The total value of the contract increases from $1,451,694,876 by $8,346,951 to $1,460,041,826. Fiscal 2022 procurement, defense wide in the amount of $8,346,951 will be obligated at the time of award. The Missile Defense Agency, Dahlgren, Virginia, is the contracting activity.",unknown,,component_procurement,,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,677715433,Raytheon Missiles & Defense,"Marlborough, Massachusetts",September 2028,0.0,0.0,81.0,0.0,"Family of Radars. Work will be performed in Andover, Massachusetts 31% | San Diego, California 9% | Sykesville, Maryland 9% | Scottsdale, Arizona 8% | Syracuse, New York 5% | Cerritos, California 5% | Stafford Springs, Connecticut 4% | Tulsa, Oklahoma 3% | Indianapolis, Indiana 3% | Portsmouth, Rhode Island 2% | Riverside, California 2%","Raytheon Missiles & Defense, Marlborough, Massachusetts, is awarded a $677,715,433 fixed-price incentive (firm target) modification to previously awarded contract N00024-22-C-5500 to exercise options for hardware production of the AN/SPY-6(V) Family of Radars. Work will be performed in Andover, Massachusetts (31%); San Diego, California (9%); Sykesville, Maryland (9%); Scottsdale, Arizona (8%); Syracuse, New York (5%); Cerritos, California (5%); Stafford Springs, Connecticut (4%); Tulsa, Oklahoma (3%); Indianapolis, Indiana (3%); Portsmouth, Rhode Island (2%); Riverside, California (2%); and various locations across the U.S., each less than 1% (19%). Work is expected to be completed by September 2028. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $303,501,451 (45%); fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $202,837,244 (30%); fiscal 2024 other procurement (Navy) funds in the amount of $132,269,344 (19%); fiscal 2021 shipbuilding and conversion (Navy) funds in the amount of $28,255,401 (4%); and fiscal 2020 shipbuilding and conversion (Navy) funds in the amount of $10,851,993 (2%) will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_radar,ddg_gfe_radar,component_procurement,,,yes,ddg_gfe_radar,yes_supplier_or_gfe
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,55496035,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",September 2028,0.0,0.0,100.0,0.0,"Foreign Military Sales program. Work will be performed in Moorestown, New Jersey 80% | Clearwater, Florida 20%","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $55,496,035 fixed-price-incentive and firm-fixed-price modification to previously awarded contract N00024-20-C-5101 for fiscal 2023 AEGIS Modernization (AMOD) and DDG-51 new construction production requirements. This contract action includes options which, if exercised, would bring the cumulative value of this contract action to $63,111,520. This action combines purchases for the Navy (99%) and the government of Japan (1%) under the Foreign Military Sales program. Work will be performed in Moorestown, New Jersey (80%); and Clearwater, Florida (20%), and is expected to be completed by September 2028. Fiscal 2023 other procurement (Navy) funds in the amount of $43,812,223 (79%); fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $7,299,837 (13%); fiscal 2023 Defense-wide procurement funds in the amount of $4,297,465 (7%); and FMS (Japan) funds in the amount of $86,510 (1%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg51,ddg51;ddg_gfe_aegis,construction,construction;sustainment_maintenance;fms,Y,no,non_ddg,no
2024-06-07,3800758,https://www.defense.gov/News/Contracts/Contract/Article/3800758/  (via web.archive.org),,no,38506337,Raytheon Missiles & Defense,"Tewksbury, Massachusetts",,0.0,0.0,100.0,0.0,"Work will be performed in Manchester, New Hampshire 60% | Nashua, New Hampshire 20% | Portsmouth, Rhode Island 10% | San Diego, California 10%","Raytheon Missiles & Defense, Tewksbury, Massachusetts, was awarded a $38,506,337 firm-fixed-price modification to previously awarded contract N00024-22-C-5522 for an option exercise and the award of a technical refresh of DDG-1000 Class Total Ship Computing Environment Hardware in support of Zumwalt Test Facility Ship Mission Center, peripherals and spares hardware. This contract modification includes options which, if exercised, would bring the cumulative value of this contract modification to $53,657,782. Work will be performed in Manchester, New Hampshire (60%); Nashua, New Hampshire (20%); Portsmouth, Rhode Island (10%); and San Diego, California (10%), and expected to complete by May 2027. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $32,302,734 (84%); and fiscal 2024 other procurement (Navy) funds in the amount of $6,203,603 (16%) will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg1000,ddg1000,other,,,no,non_ddg,no
