uei,naics6,desc,is_primary,dollars
WAJ6RKYZTYL3,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333511,Industrial Mold Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,7051370.67
WAJ6RKYZTYL3,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333517,Machine Tool Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333611,Turbine and Turbine Generator Set Units Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,7051370.67
WAJ6RKYZTYL3,333613,Mechanical Power Transmission Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333618,Other Engine Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333912,Air and Gas Compressor Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333922,Conveyor and Conveying Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",,7051370.67
WAJ6RKYZTYL3,333992,Welding and Soldering Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333993,Packaging Machinery Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333994,Industrial Process Furnace and Oven Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333995,Fluid Power Cylinder and Actuator Manufacturing ,,7051370.67
WAJ6RKYZTYL3,333996,Fluid Power Pump and Motor Manufacturing ,,7051370.67
WAJ6RKYZTYL3,334290,Other Communications Equipment Manufacturing,,7051370.67
WAJ6RKYZTYL3,334413,Semiconductor and Related Device Manufacturing ,,7051370.67
WAJ6RKYZTYL3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,,7051370.67
WAJ6RKYZTYL3,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,,7051370.67
WAJ6RKYZTYL3,336340,Motor Vehicle Brake System Manufacturing,,7051370.67
WAJ6RKYZTYL3,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,7051370.67
WAJ6RKYZTYL3,336390,Other Motor Vehicle Parts Manufacturing,,7051370.67
WAJ6RKYZTYL3,336411,Aircraft Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336412,Aircraft Engine and Engine Parts Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336414,Guided Missile and Space Vehicle Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,336510,Railroad Rolling Stock Manufacturing,,7051370.67
WAJ6RKYZTYL3,336611,Ship Building and Repairing ,,7051370.67
WAJ6RKYZTYL3,336612,Boat Building ,,7051370.67
WAJ6RKYZTYL3,336991,"Motorcycle, Bicycle, and Parts Manufacturing ",,7051370.67
WAJ6RKYZTYL3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,7051370.67
WAJ6RKYZTYL3,336999,All Other Transportation Equipment Manufacturing ,,7051370.67
WAJ6RKYZTYL3,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,7051370.67
WAJ6RKYZTYL3,339993,"Fastener, Button, Needle, and Pin Manufacturing ",,7051370.67
WAJ6RKYZTYL3,339999,All Other Miscellaneous Manufacturing ,,7051370.67
NRFJMVNYQ6C3,541310,Architectural Services,,7032692.34
NRFJMVNYQ6C3,541330,Engineering Services,Y,7032692.34
NRFJMVNYQ6C3,541611,Administrative Management and General Management Consulting Services ,,7032692.34
CXK2Y51KDBW1,331513,Steel Foundries (except Investment) ,Y,6806486.02
CXK2Y51KDBW1,332710,Machine Shops,,6806486.02
CXK2Y51KDBW1,339999,All Other Miscellaneous Manufacturing ,,6806486.02
C6C8KS7Y1K76,237130,Power and Communication Line and Related Structures Construction ,,6797264.79
C6C8KS7Y1K76,334419,Other Electronic Component Manufacturing ,,6797264.79
C6C8KS7Y1K76,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,6797264.79
C6C8KS7Y1K76,334519,Other Measuring and Controlling Device Manufacturing ,,6797264.79
C6C8KS7Y1K76,336611,Ship Building and Repairing ,,6797264.79
C6C8KS7Y1K76,541330,Engineering Services,,6797264.79
C6C8KS7Y1K76,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",Y,6797264.79
C6C8KS7Y1K76,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,6797264.79
ZLM5NQE8LSR8,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,6774547.38
ZLM5NQE8LSR8,238290,Other Building Equipment Contractors ,,6774547.38
ZLM5NQE8LSR8,238310,Drywall and Insulation Contractors ,,6774547.38
ZLM5NQE8LSR8,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Y,6774547.38
ZLM5NQE8LSR8,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",,6774547.38
ZLM5NQE8LSR8,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",,6774547.38
ZLM5NQE8LSR8,335312,Motor and Generator Manufacturing ,,6774547.38
ZLM5NQE8LSR8,336611,Ship Building and Repairing ,,6774547.38
ZLM5NQE8LSR8,339999,All Other Miscellaneous Manufacturing ,,6774547.38
ZLM5NQE8LSR8,541330,Engineering Services,,6774547.38
Y5R2L8HWAUA8,333992,Welding and Soldering Equipment Manufacturing ,,6643102.65
Y5R2L8HWAUA8,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,Y,6643102.65
Y5R2L8HWAUA8,336611,Ship Building and Repairing ,,6643102.65
Y5R2L8HWAUA8,541330,Engineering Services,,6643102.65
D44RA79E3K57,332312,Fabricated Structural Metal Manufacturing ,,6573693.26
D44RA79E3K57,332313,Plate Work Manufacturing ,,6573693.26
D44RA79E3K57,332710,Machine Shops,Y,6573693.26
D44RA79E3K57,332721,Precision Turned Product Manufacturing ,,6573693.26
D44RA79E3K57,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,6573693.26
HTR5K76FMH84,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,Y,6522292.0
T2VFE1NGR3G5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,6388362.61
T2VFE1NGR3G5,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Y,6388362.61
T2VFE1NGR3G5,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,6388362.61
T2VFE1NGR3G5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,6388362.61
T2VFE1NGR3G5,335313,Switchgear and Switchboard Apparatus Manufacturing ,,6388362.61
T2VFE1NGR3G5,335314,Relay and Industrial Control Manufacturing ,,6388362.61
T2VFE1NGR3G5,335929,Other Communication and Energy Wire Manufacturing ,,6388362.61
T2VFE1NGR3G5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,6388362.61
T2VFE1NGR3G5,336611,Ship Building and Repairing ,,6388362.61
T2VFE1NGR3G5,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,6388362.61
T2VFE1NGR3G5,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,6388362.61
T2VFE1NGR3G5,611512,Flight Training ,,6388362.61
HA3UFSU8FN75,333310,Commercial and Service Industry Machinery Manufacturing ,,6068509.65
HA3UFSU8FN75,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",Y,6068509.65
JU5GNH1H5FV6,334111,Electronic Computer Manufacturing ,Y,6009987.27
JU5GNH1H5FV6,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,6009987.27
XNFVD42NAB73,236210,Industrial Building Construction ,,5941068.68
XNFVD42NAB73,236220,Commercial and Institutional Building Construction ,Y,5941068.68
XNFVD42NAB73,237990,Other Heavy and Civil Engineering Construction ,,5941068.68
XNFVD42NAB73,238110,Poured Concrete Foundation and Structure Contractors ,,5941068.68
XNFVD42NAB73,238120,Structural Steel and Precast Concrete Contractors ,,5941068.68
XNFVD42NAB73,238190,"Other Foundation, Structure, and Building Exterior Contractors ",,5941068.68
XNFVD42NAB73,238210,Electrical Contractors and Other Wiring Installation Contractors,,5941068.68
XNFVD42NAB73,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,5941068.68
XNFVD42NAB73,238290,Other Building Equipment Contractors ,,5941068.68
XNFVD42NAB73,238910,Site Preparation Contractors,,5941068.68
XNFVD42NAB73,238990,All Other Specialty Trade Contractors,,5941068.68
HMBSX7Z72UK4,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing ,,5879853.83
HMBSX7Z72UK4,326291,Rubber Product Manufacturing for Mechanical Use ,Y,5879853.83
HMBSX7Z72UK4,326299,All Other Rubber Product Manufacturing ,,5879853.83
HMBSX7Z72UK4,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,5879853.83
HMBSX7Z72UK4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,5879853.83
HMBSX7Z72UK4,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,5879853.83
HMBSX7Z72UK4,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,5879853.83
HMBSX7Z72UK4,336611,Ship Building and Repairing ,,5879853.83
HMBSX7Z72UK4,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,5879853.83
HMBSX7Z72UK4,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,5879853.83
S1LJCH88WHT5,213112,Support Activities for Oil and Gas Operations ,,5860753.16
S1LJCH88WHT5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Y,5860753.16
S1LJCH88WHT5,513210,Software Publishers,,5860753.16
CVKGYGVN9229,332710,Machine Shops,Y,5822191.12
M98JCJ2U7RD8,541330,Engineering Services,Y,5722851.46
M98JCJ2U7RD8,541380,Testing Laboratories and Services,,5722851.46
M98JCJ2U7RD8,541511,Custom Computer Programming Services ,,5722851.46
M98JCJ2U7RD8,541512,Computer Systems Design Services ,,5722851.46
M98JCJ2U7RD8,541519,Other Computer Related Services,,5722851.46
M98JCJ2U7RD8,541611,Administrative Management and General Management Consulting Services ,,5722851.46
M98JCJ2U7RD8,541612,Human Resources Consulting Services ,,5722851.46
M98JCJ2U7RD8,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,5722851.46
M98JCJ2U7RD8,541618,Other Management Consulting Services ,,5722851.46
M98JCJ2U7RD8,541690,Other Scientific and Technical Consulting Services,,5722851.46
M98JCJ2U7RD8,541713,Research and Development in Nanotechnology ,,5722851.46
M98JCJ2U7RD8,541714,Research and Development in Biotechnology (except Nanobiotechnology),,5722851.46
M98JCJ2U7RD8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,5722851.46
M98JCJ2U7RD8,621511,Medical Laboratories ,,5722851.46
RJGEKQDTZKT8,332410,Power Boiler and Heat Exchanger Manufacturing,,5710674.97
RJGEKQDTZKT8,332420,Metal Tank (Heavy Gauge) Manufacturing,,5710674.97
RJGEKQDTZKT8,333310,Commercial and Service Industry Machinery Manufacturing ,,5710674.97
RJGEKQDTZKT8,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Y,5710674.97
RJGEKQDTZKT8,335220,Major Household Appliance Manufacturing ,,5710674.97
MVJ8B69F5CL6,236210,Industrial Building Construction ,,5682395.59
MVJ8B69F5CL6,237310,"Highway, Street, and Bridge Construction ",,5682395.59
MVJ8B69F5CL6,237990,Other Heavy and Civil Engineering Construction ,,5682395.59
MVJ8B69F5CL6,238120,Structural Steel and Precast Concrete Contractors ,,5682395.59
MVJ8B69F5CL6,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,5682395.59
MVJ8B69F5CL6,238990,All Other Specialty Trade Contractors,,5682395.59
MVJ8B69F5CL6,332312,Fabricated Structural Metal Manufacturing ,,5682395.59
MVJ8B69F5CL6,332313,Plate Work Manufacturing ,,5682395.59
MVJ8B69F5CL6,332410,Power Boiler and Heat Exchanger Manufacturing,Y,5682395.59
MVJ8B69F5CL6,332420,Metal Tank (Heavy Gauge) Manufacturing,,5682395.59
MVJ8B69F5CL6,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,5682395.59
MVJ8B69F5CL6,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,5682395.59
MVJ8B69F5CL6,336611,Ship Building and Repairing ,,5682395.59
MVJ8B69F5CL6,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,5682395.59
MWAKL633WET8,332911,Industrial Valve Manufacturing ,,5659932.32
MWAKL633WET8,333611,Turbine and Turbine Generator Set Units Manufacturing ,Y,5659932.32
MWAKL633WET8,333912,Air and Gas Compressor Manufacturing ,,5659932.32
PWK4GDMMEAQ8,334417,Electronic Connector Manufacturing ,Y,5651617.15
XJTAAHL58NB6,336611,Ship Building and Repairing ,Y,5649604.67
XJTAAHL58NB6,339999,All Other Miscellaneous Manufacturing ,,5649604.67
U864F3HRME53,236220,Commercial and Institutional Building Construction ,,5573437.22
U864F3HRME53,238210,Electrical Contractors and Other Wiring Installation Contractors,,5573437.22
U864F3HRME53,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",,5573437.22
U864F3HRME53,335312,Motor and Generator Manufacturing ,,5573437.22
U864F3HRME53,335313,Switchgear and Switchboard Apparatus Manufacturing ,,5573437.22
U864F3HRME53,335314,Relay and Industrial Control Manufacturing ,,5573437.22
U864F3HRME53,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,5573437.22
U864F3HRME53,336611,Ship Building and Repairing ,,5573437.22
U864F3HRME53,541330,Engineering Services,Y,5573437.22
YVBHN7GKLQ44,334417,Electronic Connector Manufacturing ,,5516200.52
YVBHN7GKLQ44,334419,Other Electronic Component Manufacturing ,,5516200.52
YVBHN7GKLQ44,335929,Other Communication and Energy Wire Manufacturing ,Y,5516200.52
YVBHN7GKLQ44,335931,Current-Carrying Wiring Device Manufacturing ,,5516200.52
YVBHN7GKLQ44,335932,Noncurrent-Carrying Wiring Device Manufacturing ,,5516200.52
YVBHN7GKLQ44,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,5516200.52
HYNSUU4GPWA9,541611,Administrative Management and General Management Consulting Services ,Y,5475350.66
HYNSUU4GPWA9,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,5475350.66
HYNSUU4GPWA9,541690,Other Scientific and Technical Consulting Services,,5475350.66
HYNSUU4GPWA9,541990,"All Other Professional, Scientific, and Technical Services",,5475350.66
HYNSUU4GPWA9,611430,Professional and Management Development Training ,,5475350.66
MXTJBDD1L4T4,332613,Spring Manufacturing ,,5464313.98
MXTJBDD1L4T4,332710,Machine Shops,,5464313.98
MXTJBDD1L4T4,332911,Industrial Valve Manufacturing ,,5464313.98
MXTJBDD1L4T4,333995,Fluid Power Cylinder and Actuator Manufacturing ,Y,5464313.98
MXTJBDD1L4T4,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,,5464313.98
MXTJBDD1L4T4,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,5464313.98
MXTJBDD1L4T4,336390,Other Motor Vehicle Parts Manufacturing,,5464313.98
MXTJBDD1L4T4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,5464313.98
MXTJBDD1L4T4,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,5464313.98
MXTJBDD1L4T4,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,5464313.98
RDG4F8MZVDU1,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",Y,5428340.85
VJHFDLA3NLG8,331513,Steel Foundries (except Investment) ,Y,5409565.75
VJHFDLA3NLG8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,5409565.75
QB7EKDNK2E83,332710,Machine Shops,Y,5365922.85
QB7EKDNK2E83,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,5365922.85
PNLJW4UFU1A8,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",,5346139.14
PNLJW4UFU1A8,335312,Motor and Generator Manufacturing ,,5346139.14
PNLJW4UFU1A8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Y,5346139.14
PNLJW4UFU1A8,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,5346139.14
PNLJW4UFU1A8,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,5346139.14
PNLJW4UFU1A8,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,5346139.14
PNLJW4UFU1A8,423840,Industrial Supplies Merchant Wholesalers,,5346139.14
PNLJW4UFU1A8,423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,,5346139.14
PNLJW4UFU1A8,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,,5346139.14
PNLJW4UFU1A8,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,5346139.14
PNLJW4UFU1A8,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,5346139.14
JRHJJRY6DWK3,327215,Glass Product Manufacturing Made of Purchased Glass ,,5332148.03
JRHJJRY6DWK3,331221,Rolled Steel Shape Manufacturing ,,5332148.03
JRHJJRY6DWK3,332321,Metal Window and Door Manufacturing ,Y,5332148.03
JRHJJRY6DWK3,332322,Sheet Metal Work Manufacturing ,,5332148.03
JRHJJRY6DWK3,332510,Hardware Manufacturing,,5332148.03
JRHJJRY6DWK3,332710,Machine Shops,,5332148.03
JRHJJRY6DWK3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,5332148.03
XH9ADBLZRMF1,332911,Industrial Valve Manufacturing ,,5231025.1
XH9ADBLZRMF1,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,5231025.1
XH9ADBLZRMF1,551112,Offices of Other Holding Companies ,Y,5231025.1
GFCUEMH2CGN1,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",Y,5228384.98
L2EDH4DX27J5,332911,Industrial Valve Manufacturing ,Y,5069860.0
L2EDH4DX27J5,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,5069860.0
K151N8EJE998,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,,5034813.08
K151N8EJE998,333517,Machine Tool Manufacturing ,Y,5034813.08
ZXNYWJ1KLDL9,334290,Other Communications Equipment Manufacturing,,5011966.0
ZXNYWJ1KLDL9,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,5011966.0
ZXNYWJ1KLDL9,334419,Other Electronic Component Manufacturing ,,5011966.0
ZXNYWJ1KLDL9,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,5011966.0
ZXNYWJ1KLDL9,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,5011966.0
ZXNYWJ1KLDL9,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,5011966.0
ZXNYWJ1KLDL9,335313,Switchgear and Switchboard Apparatus Manufacturing ,,5011966.0
ZXNYWJ1KLDL9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,5011966.0
ZXNYWJ1KLDL9,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,Y,5011966.0
ZXNYWJ1KLDL9,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,5011966.0
H2VUYH8JMBY9,332911,Industrial Valve Manufacturing ,,4983285.16
H2VUYH8JMBY9,333995,Fluid Power Cylinder and Actuator Manufacturing ,Y,4983285.16
QVMBB4UCMEH4,332431,Metal Can Manufacturing ,,4968784.9
QVMBB4UCMEH4,332439,Other Metal Container Manufacturing ,,4968784.9
QVMBB4UCMEH4,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,4968784.9
QVMBB4UCMEH4,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,4968784.9
QVMBB4UCMEH4,334419,Other Electronic Component Manufacturing ,Y,4968784.9
QVMBB4UCMEH4,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,4968784.9
QVMBB4UCMEH4,335312,Motor and Generator Manufacturing ,,4968784.9
QVMBB4UCMEH4,335932,Noncurrent-Carrying Wiring Device Manufacturing ,,4968784.9
CABCB9XBJHK5,541214,Payroll Services ,,4959746.33
CABCB9XBJHK5,541330,Engineering Services,,4959746.33
CABCB9XBJHK5,541612,Human Resources Consulting Services ,,4959746.33
CABCB9XBJHK5,561311,Employment Placement Agencies ,,4959746.33
CABCB9XBJHK5,561312,Executive Search Services ,,4959746.33
CABCB9XBJHK5,561320,Temporary Help Services,Y,4959746.33
E86EYMJR23D1,332911,Industrial Valve Manufacturing ,Y,4950203.5
E86EYMJR23D1,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,4950203.5
Z9P3GJBTJUT5,332313,Plate Work Manufacturing ,Y,4922836.0
FFZLXPAQCMD8,332312,Fabricated Structural Metal Manufacturing ,,4916941.21
FFZLXPAQCMD8,332321,Metal Window and Door Manufacturing ,Y,4916941.21
FFZLXPAQCMD8,332322,Sheet Metal Work Manufacturing ,,4916941.21
FFZLXPAQCMD8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,4916941.21
JC42EBJ5NFJ1,336412,Aircraft Engine and Engine Parts Manufacturing ,Y,4894929.18
JC42EBJ5NFJ1,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,4894929.18
HY9JJE3F4R25,331513,Steel Foundries (except Investment) ,Y,4816591.0
LYV8XEV314F6,238990,All Other Specialty Trade Contractors,,4808227.9
LYV8XEV314F6,332323,Ornamental and Architectural Metal Work Manufacturing ,Y,4808227.9
LYV8XEV314F6,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,4808227.9
LYV8XEV314F6,423390,Other Construction Material Merchant Wholesalers ,,4808227.9
LYV8XEV314F6,423840,Industrial Supplies Merchant Wholesalers,,4808227.9
LYV8XEV314F6,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,4808227.9
NMHFLDYJJ4C5,334111,Electronic Computer Manufacturing ,,4780449.32
NMHFLDYJJ4C5,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,4780449.32
NMHFLDYJJ4C5,334290,Other Communications Equipment Manufacturing,,4780449.32
NMHFLDYJJ4C5,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,4780449.32
NMHFLDYJJ4C5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",Y,4780449.32
NMHFLDYJJ4C5,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use ",,4780449.32
NMHFLDYJJ4C5,334519,Other Measuring and Controlling Device Manufacturing ,,4780449.32
NMHFLDYJJ4C5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,4780449.32
NMHFLDYJJ4C5,336414,Guided Missile and Space Vehicle Manufacturing ,,4780449.32
NMHFLDYJJ4C5,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,4780449.32
NMHFLDYJJ4C5,517410,Satellite Telecommunications,,4780449.32
NMHFLDYJJ4C5,541211,Offices of Certified Public Accountants ,,4780449.32
NMHFLDYJJ4C5,541213,Tax Preparation Services ,,4780449.32
NMHFLDYJJ4C5,541214,Payroll Services ,,4780449.32
NMHFLDYJJ4C5,541219,Other Accounting Services ,,4780449.32
NMHFLDYJJ4C5,541330,Engineering Services,,4780449.32
NMHFLDYJJ4C5,541360,Geophysical Surveying and Mapping Services,,4780449.32
NMHFLDYJJ4C5,541370,Surveying and Mapping (except Geophysical) Services,,4780449.32
NMHFLDYJJ4C5,541380,Testing Laboratories and Services,,4780449.32
NMHFLDYJJ4C5,541511,Custom Computer Programming Services ,,4780449.32
NMHFLDYJJ4C5,541512,Computer Systems Design Services ,,4780449.32
NMHFLDYJJ4C5,541513,Computer Facilities Management Services ,,4780449.32
NMHFLDYJJ4C5,541519,Other Computer Related Services,,4780449.32
NMHFLDYJJ4C5,541611,Administrative Management and General Management Consulting Services ,,4780449.32
NMHFLDYJJ4C5,541612,Human Resources Consulting Services ,,4780449.32
NMHFLDYJJ4C5,541613,Marketing Consulting Services ,,4780449.32
NMHFLDYJJ4C5,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,4780449.32
NMHFLDYJJ4C5,541618,Other Management Consulting Services ,,4780449.32
NMHFLDYJJ4C5,541620,Environmental Consulting Services,,4780449.32
NMHFLDYJJ4C5,541690,Other Scientific and Technical Consulting Services,,4780449.32
NMHFLDYJJ4C5,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,4780449.32
NMHFLDYJJ4C5,541720,Research and Development in the Social Sciences and Humanities ,,4780449.32
NMHFLDYJJ4C5,541810,Advertising Agencies,,4780449.32
NMHFLDYJJ4C5,541820,Public Relations Agencies,,4780449.32
NMHFLDYJJ4C5,541830,Media Buying Agencies,,4780449.32
NMHFLDYJJ4C5,541840,Media Representatives,,4780449.32
NMHFLDYJJ4C5,541850,Indoor and Outdoor Display Advertising,,4780449.32
NMHFLDYJJ4C5,541860,Direct Mail Advertising,,4780449.32
NMHFLDYJJ4C5,541870,Advertising Material Distribution Services,,4780449.32
NMHFLDYJJ4C5,541890,Other Services Related to Advertising ,,4780449.32
NMHFLDYJJ4C5,541910,Marketing Research and Public Opinion Polling,,4780449.32
NMHFLDYJJ4C5,541990,"All Other Professional, Scientific, and Technical Services",,4780449.32
NMHFLDYJJ4C5,561110,Office Administrative Services,,4780449.32
NMHFLDYJJ4C5,561210,Facilities Support Services,,4780449.32
NMHFLDYJJ4C5,561499,All Other Business Support Services ,,4780449.32
NMHFLDYJJ4C5,561990,All Other Support Services,,4780449.32
NMHFLDYJJ4C5,611420,Computer Training ,,4780449.32
NMHFLDYJJ4C5,611430,Professional and Management Development Training ,,4780449.32
NMHFLDYJJ4C5,611512,Flight Training ,,4780449.32
NMHFLDYJJ4C5,921190,Other General Government Support ,,4780449.32
NMHFLDYJJ4C5,927110,Space Research and Technology ,,4780449.32
NMHFLDYJJ4C5,928110,National Security ,,4780449.32
K6LKL4BYZGZ6,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,4774091.88
K6LKL4BYZGZ6,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,,4774091.88
K6LKL4BYZGZ6,541330,Engineering Services,,4774091.88
K6LKL4BYZGZ6,541512,Computer Systems Design Services ,,4774091.88
K6LKL4BYZGZ6,541519,Other Computer Related Services,Y,4774091.88
QV38GMJUBJQ3,238110,Poured Concrete Foundation and Structure Contractors ,,4702215.48
QV38GMJUBJQ3,238120,Structural Steel and Precast Concrete Contractors ,,4702215.48
