eswbs_code,one_digit_group,group_name,nomenclature,remarks
25673,2,Propulsion Plant,"PUMP ASSEMBLY, CENTRALIZED SEA WATER COOLING  - NO. 3","NOTE:  DOES NOT INCLUDE ATTACHED ENGINE PUMPS - SEE 233, 311 & 312	
NOTE:  DOES NOT INCLUDE AUXILIARY SEA WATER PUMPS - SEE 2563	
NOTE:  DOES NOT INCLUDE MAIN CIRCULATING PUMPS - SEE 2562"
25700,2,Propulsion Plant,RESERVE FEED AND TRANSFER SYSTEM,
25710,2,Propulsion Plant,"PIPING AND ACCESSORIES, RESERVE FEED AND TRANSFER",
25720,2,Propulsion Plant,"PUMPS, RESERVE FEED AND TRANSFER SYSTEM",
25800,2,Propulsion Plant,HP STEAM DRAIN SYSTEM,
25810,2,Propulsion Plant,"DRAIN SYSTEM, HIGH PRESSURE STEAM",
25900,2,Propulsion Plant,UPTAKES (INNER CASING),
25910,2,Propulsion Plant,"EXHAUST UPTAKES AND BAFFLES, INNER CASING",
25911,2,Propulsion Plant,"EXHAUST UPTAKES AND BAFFLES, INNER CASING - APPLICATION 1",
25912,2,Propulsion Plant,"EXHAUST UPTAKES AND BAFFLES, INNER CASING - APPLICATION 2",
25913,2,Propulsion Plant,"EXHAUST UPTAKES AND BAFFLES, INNER CASING - APPLICATION 3",
25914,2,Propulsion Plant,"EXHAUST UPTAKES AND BAFFLES, INNER CASING - APPLICATION 4",
26000,2,Propulsion Plant,PROPULSION SUPPORT SYSTEMS (FUEL AND LUBE OIL),
26100,2,Propulsion Plant,FUEL SERVICE SYSTEM,
26110,2,Propulsion Plant,"PIPING AND MISCELLANEOUS, FUEL SERVICE",
26111,2,Propulsion Plant,"PIPING AND MISC., FUEL SERVICE - SYSTEM OR SPACE 1",
26112,2,Propulsion Plant,"PIPING AND MISC., FUEL SERVICE - SYSTEM OR SPACE 2",
26113,2,Propulsion Plant,"PIPING AND MISC., FUEL SERVICE - SYSTEM OR SPACE 3",
26114,2,Propulsion Plant,"PIPING AND MISC., FUEL SERVICE - SYSTEM OR SPACE 4",
26120,2,Propulsion Plant,"PUMPS, FUEL SERVICE",
26121,2,Propulsion Plant,"PUMPS, FUEL SERVICE - SYSTEM 1",
26122,2,Propulsion Plant,"PUMPS, FUEL SERVICE - SYSTEM 2",
26123,2,Propulsion Plant,"PUMPS, FUEL SERVICE - SYSTEM 3",
26124,2,Propulsion Plant,"PUMPS, FUEL SERVICE - SYSTEM 4",
26130,2,Propulsion Plant,"PURIFIERS, FUEL SERVICE (DELETED - SEE 54122 AND 54222)",
26131,2,Propulsion Plant,"PURIFIERS, FUEL SERVICE (DELETED - SEE 54122 AND 54222)",
26200,2,Propulsion Plant,MAIN PROPULSION LUBE OIL SYSTEM,
26210,2,Propulsion Plant,"PIPING AND ACCESSORIES, MAIN LUBE OIL",
26211,2,Propulsion Plant,"PIPING AND ACCESSORIES, MAIN LUBE OIL - SYSTEM 1",
26212,2,Propulsion Plant,"PIPING AND ACCESSORIES, MAIN LUBE OIL - SYSTEM 2",
26213,2,Propulsion Plant,"PIPING AND ACCESSORIES, MAIN LUBE OIL - SYSTEM 3",
26214,2,Propulsion Plant,"PIPING AND ACCESSORIES, MAIN LUBE OIL - SYSTEM 4",
26220,2,Propulsion Plant,"TANKS, MAIN LUBE OIL, NON-STRUCTURAL",
26221,2,Propulsion Plant,"TANKS, MAIN LUBE OIL, NON-STRUCTURAL - SYSTEM 1",
26222,2,Propulsion Plant,"TANKS, MAIN LUBE OIL, NON-STRUCTURAL - SYSTEM 2",
26223,2,Propulsion Plant,"TANKS, MAIN LUBE OIL, NON-STRUCTURAL - SYSTEM 3",
26230,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED",
26231,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 1",
26232,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 2",
26233,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 3",
26234,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 4",
26235,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 5",
26236,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL ATTACHED - SYSTEM 6",
26240,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED",
26241,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 1",
26242,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 2",
26243,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 3",
26244,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 4",
26245,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 5",
26246,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 6",
26400,2,Propulsion Plant,"LUBE OIL FILL, TRANSFER, AND PURIFICATION",
26410,2,Propulsion Plant,"LUBE OIL FILL, TRANSFER AND PRFCN. PIPING AND HAND PUMPS",
26411,2,Propulsion Plant,"LUBE OIL FILL, TRANSFER AND PRFCN. PIPING AND HAND PUMPS",
26420,2,Propulsion Plant,"PUMPS, LUBE OIL FILL AND TRANSFER",
26421,2,Propulsion Plant,"PUMPS, LUBE OIL FILL AND TRANSFER",
26426,2,Propulsion Plant,"PUMPS, MAIN LUBE OIL, NON-ATTACHED - SYSTEM 6",
26430,2,Propulsion Plant,"PURIFIERS, LUBE OIL",
26431,2,Propulsion Plant,"PURIFIERS, LUBE OIL",
29000,2,Propulsion Plant,SPECIAL PURPOSE SYSTEMS,
29800,2,Propulsion Plant,PROPULSION PLANT OPERATING FLUIDS,
29900,2,Propulsion Plant,PROPULSION PLANT REPAIR PARTS AND SPECIAL TOOLS,
29910,2,Propulsion Plant,PROPULSION PLANT MISCELLANEOUS PARTS,
29911,2,Propulsion Plant,PROPULSION PLANT MISCELLANEOUS PARTS,
29920,2,Propulsion Plant,PROPULSION PLANT SPECIAL TOOLS,
29921,2,Propulsion Plant,PROPULSION PLANT SPECIAL TOOLS,
3000,3,Electric Plant,TACTICAL AND STRATEGIC OPERATION SUPPORT CAPABILITIES,
30000,3,Electric Plant,"ELECTRIC PLANT, GENERAL",
30100,3,Electric Plant,GENERAL ARRANGEMENT-ELECTRICAL DRAWINGS,
30200,3,Electric Plant,MOTORS AND ASSOCIATED EQUIPMENT,
30300,3,Electric Plant,PROTECTIVE DEVICES,
30400,3,Electric Plant,ELECTRIC CABLES,
30500,3,Electric Plant,ELECTRICAL DESIGNATING AND MARKING,
3100,3,Electric Plant,COMMAND/CONTROL/COMMUNICATIONS,
31000,3,Electric Plant,ELECTRIC POWER GENERATION,
31100,3,Electric Plant,SHIP SERVICE POWER GENERATION,
31110,3,Electric Plant,"GENERATOR SETS, SHIP SERVICE STEAM TURBINE",
31120,3,Electric Plant,"GENERATOR SETS, SHIP SERVICE DIESEL",
31121,3,Electric Plant,"GENERATOR SET, SHIP SERVICE DIESEL- NO. 1",
31122,3,Electric Plant,"GENERATOR SET, SHIP SERVICE DIESEL - NO. 2",
31123,3,Electric Plant,"GENERATOR SET, SHIP SERVICE DIESEL - NO. 3",
31130,3,Electric Plant,"GENERATOR SETS, SHIP SERVICE GAS TURBINE",
31140,3,Electric Plant,"GENERATOR SETS, SPECIAL FREQUENCY TURBINE",
31150,3,Electric Plant,"GENERATOR SETS, COOLANT PUMP (NUCLEAR)",
31200,3,Electric Plant,EMERGENCY GENERATORS,
31210,3,Electric Plant,"GENERATOR SETS, EMERGENCY DIESEL",
31211,3,Electric Plant,"GENERATOR SET, EMERGENCY DIESEL - NO. 1",
31212,3,Electric Plant,"GENERATOR SET, EMERGENCY DIESEL - NO. 2",
31220,3,Electric Plant,"GENERATOR SETS, EMERGENCY GAS TURBINE",
31300,3,Electric Plant,BATTERIES AND SERVICE FACILITIES,
31310,3,Electric Plant,BATTERIES AND SERVICE FACILITIES,
31311,3,Electric Plant,BATTERIES AND SERVICE FACILITIES,
31400,3,Electric Plant,POWER CONVERSION EQUIPMENT,
31410,3,Electric Plant,"MOTOR GENERATORS, 60 HZ",
31411,3,Electric Plant,"MOTOR GENERATORS, 60 HZ",
31420,3,Electric Plant,"MOTOR GENERATORS,400 HZ",
31421,3,Electric Plant,"MOTOR GENERATORS,400 HZ",
31430,3,Electric Plant,"POWER CONVERSION, SPECIAL PURPOSE COMPONENTS",
31431,3,Electric Plant,"POWER CONVERSION, SPECIAL PURPOSE COMPONENTS",
31440,3,Electric Plant,"POWER SUPPLIES, DC",
31441,3,Electric Plant,"POWER SUPPLY, DC",
3200,3,Electric Plant,SURVEILLANCE/RECONNAISSANCE/INTELLIGENCE,
32000,3,Electric Plant,POWER DISTRIBUTION SYSTEMS,
32100,3,Electric Plant,SHIP SERVICE POWER CABLE,
32110,3,Electric Plant,SHIP SERVICE POWER CABLE,
32111,3,Electric Plant,SHIP SERVICE POWER CABLE,
32120,3,Electric Plant,POWER DISTRIBUTION SYSTEMS,
32121,3,Electric Plant,DC POWER DISTRIBUTION SYSTEM,
32122,3,Electric Plant,400 HZ POWER DISTRIBUTION SYSTEM,
32123,3,Electric Plant,60 HZ POWER DISTRIBUTION SYSTEM,
32125,3,Electric Plant,AIRCRAFT ELECTRICAL SERVICING SYSTEM (AESS) - 400 HZ,
32200,3,Electric Plant,EMERGENCY POWER CABLE SYSTEM,
32210,3,Electric Plant,EMERGENCY POWER CABLE SYSTEM,
32211,3,Electric Plant,EMERGENCY POWER CABLE SYSTEM,
32300,3,Electric Plant,CASUALTY POWER CABLE SYSTEM,
32310,3,Electric Plant,CASUALTY POWER CABLE SYSTEM,
32311,3,Electric Plant,CASUALTY POWER CABLE SYSTEM,
32400,3,Electric Plant,SWITCHGEAR AND PANELS,
32410,3,Electric Plant,"SWITCHGEAR AND PANELS, 60 HZ POWER",
32411,3,Electric Plant,SHIP SERVICE SWITCHBOARD,
32412,3,Electric Plant,EMERGENCY SWITCHGEAR,
32414,3,Electric Plant,TEST SWITCHBOARD,
32420,3,Electric Plant,"SWITCHGEAR AND PANELS, 400 HZ POWER",
32430,3,Electric Plant,"SWITCHGEAR AND PANELS, DC POWER",
32500,3,Electric Plant,ARC FAULT DETECTOR (AFD) SYSTEMS,
32510,3,Electric Plant,ARC FAULT DETECTOR (AFD) SYSTEMS,
32511,3,Electric Plant,"AFD SYSTEM, ENGINEERING SPACES",
32512,3,Electric Plant,"AFD SYSTEM, NON-ENGINEERING SPACES",
3300,3,Electric Plant,ELECTRONIC WARFARE AND NUC/BIO/CHEMICAL DEFENSE,
33000,3,Electric Plant,LIGHTING SYSTEM,
33100,3,Electric Plant,LIGHTING DISTRIBUTION,
33110,3,Electric Plant,LIGHTING DISTRIBUTION,
33111,3,Electric Plant,LIGHTING DISTRIBUTION,
33200,3,Electric Plant,LIGHTING FIXTURES,
33210,3,Electric Plant,LIGHTING FIXTURES,
33211,3,Electric Plant,LIGHTING FIXTURES,
3400,3,Electric Plant,LOGISTICS/SEALIFT,
34000,3,Electric Plant,POWER GENERATION SUPPORT SYSTEMS,
34100,3,Electric Plant,SSTG LUBE OIL,
34110,3,Electric Plant,"LUBE OIL SYSTEMS, SHIP SERVICE TURBINE GENERATOR",
34120,3,Electric Plant,"LUBE OIL SYSTEMS, COOLANT PUMP TURBINE GENERATOR",
34200,3,Electric Plant,DIESEL SUPPORT SYSTEMS,
34210,3,Electric Plant,"GENERATOR SUPPORT SYSTEMS, SHIP SERVICE DIESEL",
34220,3,Electric Plant,"GENERATOR SUPPORT SYSTEMS, EMERGENCY DIESEL",
34300,3,Electric Plant,TURBINE SUPPORT SYSTEMS,
34310,3,Electric Plant,"GENERATOR SUPPORT SYSTEMS, SHIP SERVICE GAS TURBINE",
34320,3,Electric Plant,"GENERATOR SUPPORT SYSTEMS, EMERGENCY GAS TURBINE",
34330,3,Electric Plant,"GENERATOR SUPPORT SYSTEMS, SPECIAL FREQUENCY TURBINE",
3500,3,Electric Plant,OTHER SUPPORT,
39000,3,Electric Plant,SPECIAL PURPOSE SYSTEMS,
39800,3,Electric Plant,ELECTRIC PLANT OPERATING FLUIDS,
39900,3,Electric Plant,ELECTRIC PLANT REPAIR PARTS AND SPECIAL TOOLS,
39910,3,Electric Plant,ELECTRIC PLANT MISCELLANEOUS PARTS,
39911,3,Electric Plant,ELECTRIC PLANT MISCELLANEOUS PARTS,
39920,3,Electric Plant,ELECTRIC PLANT SPECIAL TOOLS,
39921,3,Electric Plant,ELECTRIC PLANT SPECIAL TOOLS,
4000,4,"Command, Control & Surveillance",SHIP SYSTEM MANAGEMENT,
40000,4,"Command, Control & Surveillance","COMMAND AND SURVEILLANCE, GENERAL",
40100,4,"Command, Control & Surveillance",GENERAL ARRANGEMENT - COMMAND AND SURVEILLANCE,
40200,4,"Command, Control & Surveillance",SECURITY REQUIREMENTS,
40300,4,"Command, Control & Surveillance",PERSONNEL SAFETY,
40400,4,"Command, Control & Surveillance",RADIO FREQUENCY TRANSMISSION LINES,
40500,4,"Command, Control & Surveillance",ANTENNA REQUIREMENTS,
40600,4,"Command, Control & Surveillance",GROUNDING AND BONDING,
40700,4,"Command, Control & Surveillance",ELECTROMAGNETIC INTERFERENCE REDUCTION (EMI),
40710,4,"Command, Control & Surveillance","SURVEY, ELECTROMAGNETIC INTERFERENCE",
40711,4,"Command, Control & Surveillance","SURVEY, ELECTROMAGNETIC INTERFERENCE",
40800,4,"Command, Control & Surveillance",SYSTEM TEST REQUIREMENTS,
40900,4,"Command, Control & Surveillance",COMBAT SYSTEM GENERAL REQUIREMENTS,
4100,4,"Command, Control & Surveillance",PROJECT MANAGEMENT,
41000,4,"Command, Control & Surveillance",COMMAND AND CONTROL SYSTEMS,
41010,4,"Command, Control & Surveillance","TESTING, COMMAND AND CONTROL INTRA-SYSTEM",
41011,4,"Command, Control & Surveillance","TESTING, COMMAND AND CONTROL INTRA-SYSTEM",
41012,4,"Command, Control & Surveillance",CONTROL & MONITOR SYSTEMS,
4110,4,"Command, Control & Surveillance",CONFIGURATION MANAGEMENT,
41100,4,"Command, Control & Surveillance",DATA DISPLAY GROUP,
41110,4,"Command, Control & Surveillance",TACTICAL DATA DISPLAY,
41111,4,"Command, Control & Surveillance",TACTICAL DATA DISPLAY,
41120,4,"Command, Control & Surveillance",SHIP DATA DISPLAY,
41121,4,"Command, Control & Surveillance",SHIP DATA DISPLAY,
41200,4,"Command, Control & Surveillance",DATA PROCESSING GROUP,
41210,4,"Command, Control & Surveillance",TACTICAL DATA PROCESSING,
41211,4,"Command, Control & Surveillance",TACTICAL DATA PROCESSING,
41300,4,"Command, Control & Surveillance",DIGITAL DATA SWITCHBOARDS (DELETED - SEE 41411),
41311,4,"Command, Control & Surveillance",DIGITAL DATA SWITCHBOARDS,
41400,4,"Command, Control & Surveillance",INTERFACE EQUIPMENT,
41410,4,"Command, Control & Surveillance",TACTICAL DATA SYSTEM SWITCHBOARD AND INTERFACING EQUIPMENT,
41411,4,"Command, Control & Surveillance",TACTICAL DATA SYSTEM SWITCHBOARD AND INTERFACING EQUIPMENT,
41500,4,"Command, Control & Surveillance",DIGITAL DATA COMMUNICATIONS,
41510,4,"Command, Control & Surveillance",TACTICAL DATA SYSTEM COMMUNICATIONS,
41511,4,"Command, Control & Surveillance",TACTICAL DATA SYSTEM COMMUNICATIONS,
41700,4,"Command, Control & Surveillance",COMMAND AND CONTROL ANALOG SWITCHBOARDS (DEL - SEE 41411),
41811,4,"Command, Control & Surveillance",COMMAND & CONTROL DIGITAL MONITORING,
4200,4,"Command, Control & Surveillance",GENERAL ADMINISTRATIVE REQUIREMENTS,
42000,4,"Command, Control & Surveillance",NAVIGATION SYSTEMS,
42010,4,"Command, Control & Surveillance","TESTING, NAVIGATION SYSTEM INTRA-SYSTEM",
42011,4,"Command, Control & Surveillance","TESTING, NAVIGATION SYSTEM INTRA-SYSTEM",
42100,4,"Command, Control & Surveillance",NON-ELECTRICAL/NON-ELECTRONIC NAVIGATION AIDS,
42110,4,"Command, Control & Surveillance","NAVIGATION AIDS, NON-ELECTRICAL/NON-ELECTRONIC",
42111,4,"Command, Control & Surveillance","NAVIGATION AIDS, NON-ELECTRICAL/NON-ELECTRONIC",
42200,4,"Command, Control & Surveillance",ELECTRICAL NAVIGATION AIDS (INCL NAVIG. LIGHTS),
42210,4,"Command, Control & Surveillance","NAVIGATION AIDS, ELECTRICAL",
42211,4,"Command, Control & Surveillance","NAVIGATION AIDS, ELECTRICAL",
42221,4,"Command, Control & Surveillance","NAVIGATION AIDS, LIGHTHOUSE EQUIPMENT",
42300,4,"Command, Control & Surveillance",ELECTRONIC NAVIGATION SYSTEMS,
42310,4,"Command, Control & Surveillance","ELECTRONIC NAVIGATION SYSTEMS, RADIO",
42311,4,"Command, Control & Surveillance",LORAN,
42312,4,"Command, Control & Surveillance",DIRECTION FINDER RADIO SET,
42313,4,"Command, Control & Surveillance",TACAN BEACON,
42314,4,"Command, Control & Surveillance","NAVIGATION SYSTEM, OMEGA",
42315,4,"Command, Control & Surveillance",SATELLITE NAVIGATION RADIO SET,
42316,4,"Command, Control & Surveillance","BEACON, RADIO",EPRIRB
42320,4,"Command, Control & Surveillance","NAVIGATION, HI SPEED COLLISION AVOIDANCE SYSTEM",
42321,4,"Command, Control & Surveillance","NAVIGATION, HI SPEED COLLISION AVOIDANCE SYSTEM",
42400,4,"Command, Control & Surveillance","ELECTRONIC NAVIGATION SYSTEMS, ACOUSTICAL",
42410,4,"Command, Control & Surveillance",DEPTH SOUNDING EQUIPMENT,
42411,4,"Command, Control & Surveillance",DEPTH SOUNDING EQUIPMENT,
42422,4,"Command, Control & Surveillance","NAVIGATION SYSTEMS, ACCOUSTICAL AIDS",
42600,4,"Command, Control & Surveillance",ELECTRICAL NAVIGATION SYSTEMS,
42610,4,"Command, Control & Surveillance",GYROCOMPASS SYSTEM,
42611,4,"Command, Control & Surveillance","GYROCOMPASS SYSTEM, MAGNETIC",
42612,4,"Command, Control & Surveillance","GYROCOMPASS SYSTEM, ELECTRONIC",
42620,4,"Command, Control & Surveillance","NAVIGATION SYSTEM, ELECTRICAL (LESS GYRO AND DEPTH DET)",
42621,4,"Command, Control & Surveillance",OSMOS,
42622,4,"Command, Control & Surveillance",UNDERWATER LOG SYSTEM,
42623,4,"Command, Control & Surveillance",DEAD RECKONING SYSTEM,
42624,4,"Command, Control & Surveillance",PITCH AND ROLL INDICATION SYSTEM,
42700,4,"Command, Control & Surveillance",INERTIAL NAVIGATION SYSTEMS,
42710,4,"Command, Control & Surveillance",INERTIAL NAVIGATION SYSTEMS,
42711,4,"Command, Control & Surveillance",INERTIAL NAVIGATION SYSTEMS,
42720,4,"Command, Control & Surveillance","NAVIGATION ALIGNMENT SYSTEM, AIRCRAFT INERTIAL",
42721,4,"Command, Control & Surveillance","NAVIGATION ALIGNMENT SYSTEM, AIRCRAFT INERTIAL",
42800,4,"Command, Control & Surveillance",NAVIGATION CONTROL MONITORING,
42810,4,"Command, Control & Surveillance","NAVIGATION CONTROL, MONITORING AND SUPPORT",
42811,4,"Command, Control & Surveillance","NAVIGATION CONTROL, MONITORING AND SUPPORT",
4300,4,"Command, Control & Surveillance",LIFE CYCLE COSTING,
43000,4,"Command, Control & Surveillance",INTERIOR COMMUNICATIONS,
43100,4,"Command, Control & Surveillance",SWITCHBOARDS FOR INTERIOR COMMUNICATION SYSTEMS,
43110,4,"Command, Control & Surveillance","SWITCHBOARDS, IC",
43111,4,"Command, Control & Surveillance","SWITCHBOARDS, IC",
43120,4,"Command, Control & Surveillance",SHIPBOARD DATA MULTIPLEX SYSTEM,
43121,4,"Command, Control & Surveillance",SHIPBOARD DATA MULTIPLEX SYSTEM,
43200,4,"Command, Control & Surveillance",TELEPHONE SYSTEMS,
43210,4,"Command, Control & Surveillance",TELEPHONE SYSTEMS,
43211,4,"Command, Control & Surveillance",DIAL TELEPHONE SYSTEMS,
43212,4,"Command, Control & Surveillance",SOUND POWERED TELEPHONE SYSTEMS,
43213,4,"Command, Control & Surveillance",CALL CIRCUIT SYSTEMS,
43214,4,"Command, Control & Surveillance",INTEGRATED VOICE COMMUNICATION SYSTEM,
43300,4,"Command, Control & Surveillance",ANNOUNCING SYSTEMS,
43310,4,"Command, Control & Surveillance",ANNOUNCING SYSTEMS,
43311,4,"Command, Control & Surveillance",ANNOUNCING SYSTEMS,
43400,4,"Command, Control & Surveillance",ENTERTAINMENT AND TRAINING SYSTEMS,
43410,4,"Command, Control & Surveillance","AUDIO VISUAL EQUIPMENT, TRAINING AND ENTERTAINMENT",
43411,4,"Command, Control & Surveillance","AUDIO VISUAL EQUIPMENT, TRAINING AND ENTERTAINMENT",
43500,4,"Command, Control & Surveillance",VOICE TUBES AND MESSAGE PASSING SYSTEMS,
43510,4,"Command, Control & Surveillance",VOICE TUBES AND MESSAGE PASSING SYSTEMS,
43511,4,"Command, Control & Surveillance",VOICE TUBES,
43512,4,"Command, Control & Surveillance",MESSAGE PASSING SYSTEMS,
43610,4,"Command, Control & Surveillance","ALARM, SAFETY AND WARNING SYSTEMS",
43611,4,"Command, Control & Surveillance","ALARM, SAFETY AND WARNING SYSTEMS",Reserved for the Electronic Community
43612,4,"Command, Control & Surveillance","ALARM, SAFETY, AND WARNING SYSTEMS","Includes Rudder, Fire Alarms, etc."
43700,4,"Command, Control & Surveillance","INDICATING, ORDER, AND METERING SYSTEMS",
43710,4,"Command, Control & Surveillance","INDICATING, ORDER, AND METERING CIRCUITS",
43711,4,"Command, Control & Surveillance","INDICATING, ORDER, AND METERING CIRCUITS",
43720,4,"Command, Control & Surveillance",TANK LEVEL INDICATING SYSTEMS,
43721,4,"Command, Control & Surveillance",TANK LEVEL INDICATING SYSTEMS,
43730,4,"Command, Control & Surveillance",WIND INDICATING SYSTEMS,
43731,4,"Command, Control & Surveillance",WIND INDICATING SYSTEMS,
43800,4,"Command, Control & Surveillance",CONSOLIDATED CONTROL AND DISPLAY SYSTEMS,
43810,4,"Command, Control & Surveillance",INTEGRATED CONTROL SYSTEMS,
43811,4,"Command, Control & Surveillance",INTEGRATED CONTROL SYSTEM,
43900,4,"Command, Control & Surveillance",RECORDING AND TELEVISION SYSTEMS,
43910,4,"Command, Control & Surveillance","TELEVISION, CLOSED CIRCUIT",
43911,4,"Command, Control & Surveillance","TELEVISION, CLOSED CIRCUIT",
43920,4,"Command, Control & Surveillance",AUDIO RECORDING SYSTEMS,
43921,4,"Command, Control & Surveillance",AUDIO RECORDING SYSTEMS,
4400,4,"Command, Control & Surveillance",SHIP OPERATION,
44000,4,"Command, Control & Surveillance",EXTERIOR COMMUNICATIONS,
44010,4,"Command, Control & Surveillance","TESTING, INTEGRATED RADIO SYSTEMS",
44011,4,"Command, Control & Surveillance","TESTING, INTEGRATED RADIO SYSTEMS (DELETED - SEE 86781)",
44100,4,"Command, Control & Surveillance",RADIO SYSTEMS,
44110,4,"Command, Control & Surveillance",COMMUNICATION ANTENNA SYSTEMS,
44111,4,"Command, Control & Surveillance",COMMUNICATION ANTENNA SYSTEMS,LOADED BY RJE
44120,4,"Command, Control & Surveillance",ANTENNA MULTICOUPLERS-TUNERS,
44121,4,"Command, Control & Surveillance",ANTENNA MULTICOUPLERS-TUNERS,
44130,4,"Command, Control & Surveillance",COMMUNICATION TRANSMITTERS,
44131,4,"Command, Control & Surveillance",COMMUNICATION TRANSMITTERS,
44140,4,"Command, Control & Surveillance",COMMUNICATION RECEIVERS,
44141,4,"Command, Control & Surveillance",COMMUNICATION RECEIVERS,
44150,4,"Command, Control & Surveillance",COMMUNICATION TRANSCEIVERS,
44151,4,"Command, Control & Surveillance",COMMUNICATION TRANSCEIVERS,
44160,4,"Command, Control & Surveillance","COMMUNICATION DEVICES, REMOTE & MISCELLANEOUS",
44161,4,"Command, Control & Surveillance","COMMUNICATION DEVICES, REMOTE",
44162,4,"Command, Control & Surveillance",INTERCONNECTING FACILITIES,
44163,4,"Command, Control & Surveillance",TERMINAL FACILITIES,
44164,4,"Command, Control & Surveillance","COMMUNICATION DEVICES, MISCELLANEOUS",
44170,4,"Command, Control & Surveillance","COMMUNICATION SYSTEMS, SATELLITE",
44171,4,"Command, Control & Surveillance","COMMUNICATION SYSTEMS, SATELLITE",
44180,4,"Command, Control & Surveillance","CONTROL SYSTEMS, QUALITY MONITORING",
44181,4,"Command, Control & Surveillance","CONTROL SYSTEMS, QUALITY MONITORING",
44190,4,"Command, Control & Surveillance",MESSAGE PROCESSING DISTRIBUTION SYSTEMS (MPDS),
44191,4,"Command, Control & Surveillance",NAVY MODULAR AUTOMATED COMMUNICATIONS SYSTEM (NAVMACS),
44200,4,"Command, Control & Surveillance",UNDERWATER SYSTEMS,
44210,4,"Command, Control & Surveillance","COMMUNICATION SYSTEM, UNDERWATER",
44211,4,"Command, Control & Surveillance","COMMUNICATION SYSTEM, UNDERWATER",
44300,4,"Command, Control & Surveillance",VISUAL AND AUDIBLE COMMUNICATION SYSTEMS,
44310,4,"Command, Control & Surveillance","COMMUNICATION SYSTEMS, VISUAL AND AUDIBLE",
44311,4,"Command, Control & Surveillance","COMMUNICATION SYSTEMS, VISUAL",
44312,4,"Command, Control & Surveillance","COMMUNICATION SYSTEMS, AUDIBLE",
44400,4,"Command, Control & Surveillance",TELEMETRY SYSTEMS,
44500,4,"Command, Control & Surveillance",TELETYPE AND FACSIMILE SYSTEMS,
44510,4,"Command, Control & Surveillance",TELETYPE AND FACSIMILE SYSTEMS,
44511,4,"Command, Control & Surveillance",TELETYPE SYSTEMS,
44512,4,"Command, Control & Surveillance",FACSIMILE SYSTEMS,
44600,4,"Command, Control & Surveillance",SECURITY EQUIPMENT SYSTEMS,
44610,4,"Command, Control & Surveillance",SECURITY EQUIPMENT,
44611,4,"Command, Control & Surveillance",IFF SECURITY EQUIPMENT,
44612,4,"Command, Control & Surveillance",LAMPS SECURITY EQUIPMENT,
44613,4,"Command, Control & Surveillance",CRYPTO EQUIPMENT (DATA),
44614,4,"Command, Control & Surveillance",CRYPTO EQUIPMENT (VOICE),
44615,4,"Command, Control & Surveillance",MISCELLANEOUS SECURITY EQUIPMENT,
44620,4,"Command, Control & Surveillance",TEMPEST INSPECTION AND DISCREPANCY RESOLUTION,
44621,4,"Command, Control & Surveillance",TEMPEST INSPECTION AND DISCREPANCY RESOLUTION,
4500,4,"Command, Control & Surveillance",CARE OF SHIP DURING CONSTRUCTION,
45000,4,"Command, Control & Surveillance","SURVEILLANCE SYSTEMS, SURFACE AND AIR",
45010,4,"Command, Control & Surveillance",RADAR DISTRIBUTION SYSTEMS,
45011,4,"Command, Control & Surveillance",RADAR DISTRIBUTION SYSTEMS,
45100,4,"Command, Control & Surveillance",SURFACE SURVEILLANCE RADAR SYSTEMS,
45112,4,"Command, Control & Surveillance",RADAR SURFACE,
45164,4,"Command, Control & Surveillance","RADAR, SURFACE SEARCH  64 SERIES",
45169,4,"Command, Control & Surveillance",SURFACE SEARCH RADAR,AN/SPS-69
45200,4,"Command, Control & Surveillance",2D AIR RADAR SYSTEMS,
45240,4,"Command, Control & Surveillance","RADAR, AIR SEARCH 40 SERIES",AN/SPS-40
45300,4,"Command, Control & Surveillance",3D AIR RADAR SYSTEMS,
45400,4,"Command, Control & Surveillance",AIRCRAFT CONTROL RADAR SYSTEMS,
45500,4,"Command, Control & Surveillance",IDENTIFICATION SYSTEMS,
45510,4,"Command, Control & Surveillance",IDENTIFICATION SYSTEMS (IFF),
45511,4,"Command, Control & Surveillance",IDENTIFICATION SYSTEMS (IFF),
